Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A12044	BE_70	Block2	Stim21	CSES	0	ML	711	2.851869601	Eng	CS	nonsw
A12045	BE_70	Block2	Stim26	CSES	0	ML	582	2.764922985	Eng	CS	nonsw
A12046	BE_70	Block2	Stim27	CSES	0	ML	1421	3.152594078	Eng	CS	nonsw
A12047	BE_70	Block2	Stim28	CSES	0	ML	773	2.888179494	Eng	CS	nonsw
A12048	BE_70	Block2	Stim29	CSES	0	ML	1443	3.159266331	Eng	CS	nonsw
A12049	BE_70	Block2	Stim03	CSES	0	ML	1330	3.123851641	Eng	CS	nonsw
A12050	BE_70	Block2	Stim32	CSES	0	ML	231	2.36361198	Eng	CS	nonsw
A12051	BE_70	Block2	Stim13	CSSE	0	ML	356	2.551449998	Sp	CS	nonsw
A12052	BE_70	Block2	Stim18	CSSE	0	ML	362	2.558708571	Sp	CS	nonsw
A12053	BE_70	Block2	Stim22	CSSE	0	ML	766	2.88422877	Sp	CS	nonsw
A12054	BE_70	Block2	Stim23	CSSE	0	ML	227	2.356025857	Sp	CS	nonsw
A12055	BE_70	Block2	Stim24	CSSE	0	ML	537	2.729974286	Sp	CS	nonsw
A12056	BE_70	Block2	Stim30	CSSE	0	ML	1302	3.114610984	Sp	CS	nonsw
A12057	BE_70	Block2	Stim36	CSSE	0	ML	121	2.08278537	Sp	CS	nonsw
A12058	BE_70	Block2	Stim04	CSSE	0	ML	299	2.475671188	Sp	CS	nonsw
A12059	BE_70	Block2	Stim05	CSSE	0	ML	292	2.465382851	Sp	CS	nonsw
A12060	BE_70	Block2	Stim06	CSSE	0	ML	254	2.404833717	Sp	CS	nonsw
A12061	BE_70	Block2	Stim14	E	1	ML	545	2.736396502	Eng	ML	nonsw
A12062	BE_70	Block2	Stim15	E	1	ML	1810	3.257678575	Eng	ML	nonsw
A12063	BE_70	Block2	Stim16	E	1	ML	388	2.588831726	Eng	ML	nonsw
A12064	BE_70	Block2	Stim33	E	0	CS	1054	3.022840611	Eng	ML	nonsw
A12065	BE_70	Block2	Stim34	E	1	ML	2022	3.305781151	Eng	ML	nonsw
A12066	BE_70	Block2	Stim35	E	1	ML	2526	3.402433346	Eng	ML	nonsw
A12067	BE_70	Block2	Stim37	E	1	ML	564	2.751279104	Eng	ML	nonsw
A12068	BE_70	Block2	Stim38	E	1	ML	606	2.782472624	Eng	ML	nonsw
A12069	BE_70	Block2	Stim39	E	1	ML	815	2.911157609	Eng	ML	nonsw
A12070	BE_70	Block2	Stim40	E	1	ML	863	2.936010796	Eng	ML	nonsw
A12071	BE_70	Block2	Stim10	S	0	CS	1022	3.009450896	Sp	ML	nonsw
A12072	BE_70	Block2	Stim11	S	1	ML	603	2.780317312	Sp	ML	nonsw
A12073	BE_70	Block2	Stim12	S	1	ML	4863	3.68690427	Sp	ML	nonsw
A12074	BE_70	Block2	Stim19	S	1	ML	294	2.46834733	Sp	ML	nonsw
A12075	BE_70	Block2	Stim20	S	1	ML	841	2.924795996	Sp	ML	nonsw
A12076	BE_70	Block2	Stim25	S	1	ML	306	2.485721426	Sp	ML	nonsw
A12077	BE_70	Block2	Stim31	S	1	ML	1225	3.088136089	Sp	ML	nonsw
A12078	BE_70	Block2	Stim07	S	1	ML	292	2.465382851	Sp	ML	nonsw
A12079	BE_70	Block2	Stim08	S	1	ML	178	2.250420002	Sp	ML	nonsw
A12080	BE_70	Block2	Stim09	S	1	ML	243	2.385606274	Sp	ML	nonsw
A12081	BE_70	Block3	Stim01	CSES	0	ML	260	2.414973348	Eng	CS	nonsw
A12082	BE_70	Block3	Stim17	CSES	1	CS	1083	3.034628457	Eng	CS	nonsw
A12083	BE_70	Block3	Stim02	CSES	0	ML	213	2.328379603	Eng	CS	nonsw
A12084	BE_70	Block3	Stim21	CSES	0	ML	323	2.509202522	Eng	CS	nonsw
A12085	BE_70	Block3	Stim26	CSES	0	ML	287	2.457881897	Eng	CS	nonsw
A12086	BE_70	Block3	Stim27	CSES	0	ML	248	2.394451681	Eng	CS	nonsw
A12087	BE_70	Block3	Stim28	CSES	0	ML	283	2.451786436	Eng	CS	nonsw
A12088	BE_70	Block3	Stim29	CSES	0	ML	929	2.968015714	Eng	CS	nonsw
A12089	BE_70	Block3	Stim03	CSES	0	ML	197	2.294466226	Eng	CS	nonsw
A12090	BE_70	Block3	Stim32	CSES	0	ML	264	2.421603927	Eng	CS	nonsw
A12091	BE_70	Block3	Stim13	CSSE	1	CS	672	2.827369273	Sp	CS	nonsw
A12092	BE_70	Block3	Stim18	CSSE	0	ML	1131	3.053462605	Sp	CS	nonsw
A12093	BE_70	Block3	Stim22	CSSE	0	ML	2119	3.326130957	Sp	CS	nonsw
A12094	BE_70	Block3	Stim23	CSSE	0	ML	268	2.428134794	Sp	CS	nonsw
A12095	BE_70	Block3	Stim24	CSSE	0	ML	912	2.959994838	Sp	CS	nonsw
A12096	BE_70	Block3	Stim30	CSSE	0	ML	354	2.549003262	Sp	CS	nonsw
A12097	BE_70	Block3	Stim36	CSSE	0	ML	271	2.432969291	Sp	CS	nonsw
A12098	BE_70	Block3	Stim04	CSSE	0	ML	1740	3.240549248	Sp	CS	nonsw
A12099	BE_70	Block3	Stim05	CSSE	0	ML	222	2.346352974	Sp	CS	nonsw
A12100	BE_70	Block3	Stim06	CSSE	0	ML	18	1.255272505	Sp	CS	nonsw
A12101	BE_70	Block3	Stim14	E	1	ML	250	2.397940009	Eng	ML	nonsw
A12102	BE_70	Block3	Stim15	E	1	ML	708	2.850033258	Eng	ML	nonsw
A12103	BE_70	Block3	Stim16	E	1	ML	532	2.725911632	Eng	ML	nonsw
A12104	BE_70	Block3	Stim33	E	1	ML	158	2.198657087	Eng	ML	nonsw
A12105	BE_70	Block3	Stim34	E	1	ML	3021	3.480150725	Eng	ML	nonsw
A12106	BE_70	Block3	Stim35	E	1	ML	1521	3.182129214	Eng	ML	nonsw
A12107	BE_70	Block3	Stim37	E	1	ML	510	2.707570176	Eng	ML	nonsw
A12108	BE_70	Block3	Stim38	E	0	CS	1085	3.035429738	Eng	ML	nonsw
A12109	BE_70	Block3	Stim39	E	1	ML	190	2.278753601	Eng	ML	nonsw
A12110	BE_70	Block3	Stim40	E	0	CS	2375	3.375663614	Eng	ML	nonsw
A12111	BE_70	Block3	Stim10	S	1	ML	3232	3.509471352	Sp	ML	nonsw
A12112	BE_70	Block3	Stim11	S	1	ML	325	2.511883361	Sp	ML	nonsw
A12113	BE_70	Block3	Stim12	S	1	ML	492	2.691965103	Sp	ML	nonsw
A12114	BE_70	Block3	Stim19	S	1	ML	1587	3.200576927	Sp	ML	nonsw
A12115	BE_70	Block3	Stim20	S	1	ML	207	2.315970345	Sp	ML	nonsw
A12116	BE_70	Block3	Stim25	S	1	ML	225	2.352182518	Sp	ML	nonsw
A12117	BE_70	Block3	Stim31	S	1	ML	294	2.46834733	Sp	ML	nonsw
A12118	BE_70	Block3	Stim07	S	1	ML	247	2.392696953	Sp	ML	nonsw
A12119	BE_70	Block3	Stim08	S	1	ML	2096	3.321391278	Sp	ML	nonsw
A12120	BE_70	Block3	Stim09	S	1	ML	232	2.365487985	Sp	ML	nonsw
A12121	BE_70	Block4	Stim01	CSES	0	ML	5633	3.750739751	Eng	CS	nonsw
A12122	BE_70	Block4	Stim17	CSES	0	ML	4296	3.633064273	Eng	CS	nonsw
A12123	BE_70	Block4	Stim02	CSES	0	ML	483	2.683947131	Eng	CS	nonsw
A12124	BE_70	Block4	Stim21	CSES	0	ML	1473	3.168202747	Eng	CS	nonsw
A12125	BE_70	Block4	Stim26	CSES	0	ML	552	2.741939078	Eng	CS	nonsw
A12126	BE_70	Block4	Stim27	CSES	0	ML	327	2.514547753	Eng	CS	nonsw
A12127	BE_70	Block4	Stim28	CSES	0	ML	442	2.645422269	Eng	CS	nonsw
A12128	BE_70	Block4	Stim29	CSES	0	ML	669	2.825426118	Eng	CS	nonsw
A12129	BE_70	Block4	Stim03	CSES	0	ML	257	2.409933123	Eng	CS	nonsw
A12130	BE_70	Block4	Stim32	CSES	0	ML	1848	3.266701967	Eng	CS	nonsw
A12131	BE_70	Block4	Stim13	CSSE	0	ML	1645	3.216165902	Sp	CS	nonsw
A12132	BE_70	Block4	Stim18	CSSE	0	ML	1159	3.064083436	Sp	CS	nonsw
A12133	BE_70	Block4	Stim22	CSSE	0	ML	444	2.64738297	Sp	CS	nonsw
A12134	BE_70	Block4	Stim23	CSSE	0	ML	2711	3.433129518	Sp	CS	nonsw
A12135	BE_70	Block4	Stim24	CSSE	1	CS	2027	3.306853749	Sp	CS	nonsw
A12136	BE_70	Block4	Stim30	CSSE	0	ML	652	2.814247596	Sp	CS	nonsw
A12137	BE_70	Block4	Stim36	CSSE	0	ML	256	2.408239965	Sp	CS	nonsw
A12138	BE_70	Block4	Stim04	CSSE	0	ML	271	2.432969291	Sp	CS	nonsw
A12139	BE_70	Block4	Stim05	CSSE	0	ML	973	2.98811284	Sp	CS	nonsw
A12140	BE_70	Block4	Stim06	CSSE	0	ML	245	2.389166084	Sp	CS	nonsw
A12141	BE_70	Block4	Stim14	E	1	ML	497	2.696356389	Eng	ML	nonsw
A12142	BE_70	Block4	Stim15	E	1	ML	482	2.683047038	Eng	ML	nonsw
A12143	BE_70	Block4	Stim16	E	1	ML	583	2.765668555	Eng	ML	nonsw
A12144	BE_70	Block4	Stim33	E	1	ML	256	2.408239965	Eng	ML	nonsw
A12145	BE_70	Block4	Stim34	E	1	ML	287	2.457881897	Eng	ML	nonsw
A12146	BE_70	Block4	Stim35	E	0	CS	505	2.703291378	Eng	ML	nonsw
A12147	BE_70	Block4	Stim37	E	1	ML	287	2.457881897	Eng	ML	nonsw
A12148	BE_70	Block4	Stim38	E	0	CS	630	2.799340549	Eng	ML	nonsw
A12149	BE_70	Block4	Stim39	E	0	CS	1019	3.008174184	Eng	ML	nonsw
A12150	BE_70	Block4	Stim40	E	0	CS	1187	3.074450719	Eng	ML	nonsw
A12151	BE_70	Block4	Stim10	S	1	ML	1194	3.077004327	Sp	ML	nonsw
A12152	BE_70	Block4	Stim11	S	1	ML	280	2.447158031	Sp	ML	nonsw
A12153	BE_70	Block4	Stim12	S	1	ML	116	2.064457989	Sp	ML	nonsw
A12154	BE_70	Block4	Stim19	S	1	ML	1539	3.18723862	Sp	ML	nonsw
A12155	BE_70	Block4	Stim20	S	1	ML	828	2.918030337	Sp	ML	nonsw
A12156	BE_70	Block4	Stim25	S	1	ML	235	2.371067862	Sp	ML	nonsw
A12157	BE_70	Block4	Stim31	S	1	ML	1140	3.056904851	Sp	ML	nonsw
A12158	BE_70	Block4	Stim07	S	1	ML	229	2.359835482	Sp	ML	nonsw
A12159	BE_70	Block4	Stim08	S	1	ML	278	2.444044796	Sp	ML	nonsw
A12160	BE_70	Block4	Stim09	S	1	ML	838	2.923244019	Sp	ML	nonsw
A12161	BE_71	Block1	Stim01	CSES	0	ML	809	2.907948522	Eng	CS	nonsw
A12162	BE_71	Block1	Stim17	CSES	0	ML	743	2.870988814	Eng	CS	nonsw
A12163	BE_71	Block1	Stim02	CSES	0	ML	591	2.771587481	Eng	CS	nonsw
A12164	BE_71	Block1	Stim21	CSES	0	ML	613	2.787460475	Eng	CS	nonsw
A12165	BE_71	Block1	Stim26	CSES	0	ML	1408	3.148602655	Eng	CS	nonsw
A12166	BE_71	Block1	Stim27	CSES	0	ML	2357	3.372359583	Eng	CS	nonsw
A12167	BE_71	Block1	Stim28	CSES	0	ML	457	2.6599162	Eng	CS	nonsw
A12168	BE_71	Block1	Stim29	CSES	0	ML	1252	3.097604329	Eng	CS	nonsw
A12169	BE_71	Block1	Stim03	CSES	0	ML	1071	3.029789471	Eng	CS	nonsw
A12170	BE_71	Block1	Stim32	CSES	0	ML	839	2.923761961	Eng	CS	nonsw
A12171	BE_71	Block1	Stim13	CSSE	1	CS	1436	3.15715444	Sp	CS	nonsw
A12172	BE_71	Block1	Stim18	CSSE	0	ML	546	2.737192643	Sp	CS	nonsw
A12173	BE_71	Block1	Stim22	CSSE	0	ML	389	2.589949601	Sp	CS	nonsw
A12174	BE_71	Block1	Stim23	CSSE	0	ML	472	2.673941999	Sp	CS	nonsw
A12175	BE_71	Block1	Stim24	CSSE	0	ML	960	2.982271233	Sp	CS	nonsw
A12176	BE_71	Block1	Stim30	CSSE	0	ML	1260	3.100370545	Sp	CS	nonsw
A12177	BE_71	Block1	Stim36	CSSE	0	ML	381	2.580924976	Sp	CS	nonsw
A12178	BE_71	Block1	Stim04	CSSE	0	ML	457	2.6599162	Sp	CS	nonsw
A12179	BE_71	Block1	Stim05	CSSE	0	ML	1029	3.012415375	Sp	CS	nonsw
A12180	BE_71	Block1	Stim06	CSSE	0	ML	462	2.664641976	Sp	CS	nonsw
A12181	BE_71	Block1	Stim14	E	1	ML	559	2.747411808	Eng	ML	nonsw
A12182	BE_71	Block1	Stim15	E	1	ML	515	2.711807229	Eng	ML	nonsw
A12183	BE_71	Block1	Stim16	E	1	ML	632	2.800717078	Eng	ML	nonsw
A12184	BE_71	Block1	Stim33	E	1	ML	353	2.547774705	Eng	ML	nonsw
A12185	BE_71	Block1	Stim34	E	1	ML	844	2.926342447	Eng	ML	nonsw
A12186	BE_71	Block1	Stim35	E	1	ML	605	2.781755375	Eng	ML	nonsw
A12187	BE_71	Block1	Stim37	E	1	ML	844	2.926342447	Eng	ML	nonsw
A12188	BE_71	Block1	Stim38	E	1	ML	794	2.899820502	Eng	ML	nonsw
A12189	BE_71	Block1	Stim39	E	1	ML	720	2.857332496	Eng	ML	nonsw
A12190	BE_71	Block1	Stim40	E	1	ML	638	2.804820679	Eng	ML	nonsw
A12191	BE_71	Block1	Stim10	S	1	ML	534	2.727541257	Sp	ML	nonsw
A12192	BE_71	Block1	Stim11	S	1	ML	427	2.630427875	Sp	ML	nonsw
A12193	BE_71	Block1	Stim12	S	1	ML	606	2.782472624	Sp	ML	nonsw
A12194	BE_71	Block1	Stim19	S	1	ML	589	2.770115295	Sp	ML	nonsw
A12195	BE_71	Block1	Stim20	S	1	ML	492	2.691965103	Sp	ML	nonsw
A12196	BE_71	Block1	Stim25	S	1	ML	459	2.661812686	Sp	ML	nonsw
A12197	BE_71	Block1	Stim31	S	0	CS	682	2.833784375	Sp	ML	nonsw
A12198	BE_71	Block1	Stim07	S	1	ML	555	2.744292983	Sp	ML	nonsw
A12199	BE_71	Block1	Stim08	S	1	ML	745	2.872156273	Sp	ML	nonsw
A12200	BE_71	Block1	Stim09	S	1	ML	335	2.525044807	Sp	ML	nonsw
A12201	BE_71	Block2	Stim01	CSES	0	ML	327	2.514547753	Eng	CS	nonsw
A12202	BE_71	Block2	Stim17	CSES	0	ML	408	2.610660163	Eng	CS	nonsw
A12203	BE_71	Block2	Stim02	CSES	0	ML	333	2.522444234	Eng	CS	nonsw
A12204	BE_71	Block2	Stim21	CSES	0	ML	256	2.408239965	Eng	CS	nonsw
A12205	BE_71	Block2	Stim26	CSES	0	ML	473	2.674861141	Eng	CS	nonsw
A12206	BE_71	Block2	Stim27	CSES	0	ML	344	2.536558443	Eng	CS	nonsw
A12207	BE_71	Block2	Stim28	CSES	0	ML	536	2.72916479	Eng	CS	nonsw
A12208	BE_71	Block2	Stim29	CSES	0	ML	574	2.758911892	Eng	CS	nonsw
A12209	BE_71	Block2	Stim03	CSES	0	ML	462	2.664641976	Eng	CS	nonsw
A12210	BE_71	Block2	Stim32	CSES	0	ML	350	2.544068044	Eng	CS	nonsw
A12211	BE_71	Block2	Stim13	CSSE	0	ML	481	2.682145076	Sp	CS	nonsw
A12212	BE_71	Block2	Stim18	CSSE	0	ML	346	2.539076099	Sp	CS	nonsw
A12213	BE_71	Block2	Stim22	CSSE	0	ML	490	2.69019608	Sp	CS	nonsw
A12214	BE_71	Block2	Stim23	CSSE	0	ML	343	2.53529412	Sp	CS	nonsw
A12215	BE_71	Block2	Stim24	CSSE	0	ML	492	2.691965103	Sp	CS	nonsw
A12216	BE_71	Block2	Stim30	CSSE	0	ML	475	2.67669361	Sp	CS	nonsw
A12217	BE_71	Block2	Stim36	CSSE	0	ML	273	2.436162647	Sp	CS	nonsw
A12218	BE_71	Block2	Stim04	CSSE	0	ML	363	2.559906625	Sp	CS	nonsw
A12219	BE_71	Block2	Stim05	CSSE	0	ML	320	2.505149978	Sp	CS	nonsw
A12220	BE_71	Block2	Stim06	CSSE	0	ML	366	2.563481085	Sp	CS	nonsw
A12221	BE_71	Block2	Stim14	E	1	ML	365	2.562292864	Eng	ML	nonsw
A12222	BE_71	Block2	Stim15	E	1	ML	494	2.693726949	Eng	ML	nonsw
A12223	BE_71	Block2	Stim16	E	1	ML	522	2.717670503	Eng	ML	nonsw
A12224	BE_71	Block2	Stim33	E	1	ML	456	2.658964843	Eng	ML	nonsw
A12225	BE_71	Block2	Stim34	E	1	ML	553	2.742725131	Eng	ML	nonsw
A12226	BE_71	Block2	Stim35	E	1	ML	961	2.982723388	Eng	ML	nonsw
A12227	BE_71	Block2	Stim37	E	1	ML	308	2.488550717	Eng	ML	nonsw
A12228	BE_71	Block2	Stim38	E	1	ML	497	2.696356389	Eng	ML	nonsw
A12229	BE_71	Block2	Stim39	E	1	ML	449	2.652246341	Eng	ML	nonsw
A12230	BE_71	Block2	Stim40	E	1	ML	489	2.689308859	Eng	ML	nonsw
A12231	BE_71	Block2	Stim10	S	0	CS	558	2.746634199	Sp	ML	nonsw
A12232	BE_71	Block2	Stim11	S	1	ML	430	2.633468456	Sp	ML	nonsw
A12233	BE_71	Block2	Stim12	S	1	ML	405	2.607455023	Sp	ML	nonsw
A12234	BE_71	Block2	Stim19	S	1	ML	260	2.414973348	Sp	ML	nonsw
A12235	BE_71	Block2	Stim20	S	1	ML	275	2.439332694	Sp	ML	nonsw
A12236	BE_71	Block2	Stim25	S	1	ML	285	2.45484486	Sp	ML	nonsw
A12237	BE_71	Block2	Stim31	S	1	ML	442	2.645422269	Sp	ML	nonsw
A12238	BE_71	Block2	Stim07	S	1	ML	329	2.517195898	Sp	ML	nonsw
A12239	BE_71	Block2	Stim08	S	1	ML	548	2.738780558	Sp	ML	nonsw
A12240	BE_71	Block2	Stim09	S	1	ML	325	2.511883361	Sp	ML	nonsw
A12241	BE_71	Block3	Stim01	CSES	0	ML	245	2.389166084	Eng	CS	nonsw
A12242	BE_71	Block3	Stim17	CSES	0	ML	314	2.496929648	Eng	CS	nonsw
A12243	BE_71	Block3	Stim02	CSES	0	ML	225	2.352182518	Eng	CS	nonsw
A12244	BE_71	Block3	Stim21	CSES	0	ML	270	2.431363764	Eng	CS	nonsw
A12245	BE_71	Block3	Stim26	CSES	0	ML	297	2.472756449	Eng	CS	nonsw
A12246	BE_71	Block3	Stim27	CSES	0	ML	343	2.53529412	Eng	CS	nonsw
A12247	BE_71	Block3	Stim28	CSES	0	ML	316	2.499687083	Eng	CS	nonsw
A12248	BE_71	Block3	Stim29	CSES	0	ML	310	2.491361694	Eng	CS	nonsw
A12249	BE_71	Block3	Stim03	CSES	0	ML	322	2.507855872	Eng	CS	nonsw
A12250	BE_71	Block3	Stim32	CSES	0	ML	350	2.544068044	Eng	CS	nonsw
A12251	BE_71	Block3	Stim13	CSSE	0	ML	343	2.53529412	Sp	CS	nonsw
A12252	BE_71	Block3	Stim18	CSSE	0	ML	336	2.526339277	Sp	CS	nonsw
A12253	BE_71	Block3	Stim22	CSSE	1	CS	860	2.934498451	Sp	CS	nonsw
A12254	BE_71	Block3	Stim23	CSSE	0	ML	184	2.264817823	Sp	CS	nonsw
A12255	BE_71	Block3	Stim24	CSSE	0	ML	378	2.5774918	Sp	CS	nonsw
A12256	BE_71	Block3	Stim30	CSSE	0	ML	529	2.723455672	Sp	CS	nonsw
A12257	BE_71	Block3	Stim36	CSSE	0	ML	306	2.485721426	Sp	CS	nonsw
A12258	BE_71	Block3	Stim04	CSSE	0	ML	302	2.480006943	Sp	CS	nonsw
A12259	BE_71	Block3	Stim05	CSSE	0	ML	272	2.434568904	Sp	CS	nonsw
A12260	BE_71	Block3	Stim06	CSSE	0	ML	206	2.31386722	Sp	CS	nonsw
A12261	BE_71	Block3	Stim14	E	1	ML	293	2.46686762	Eng	ML	nonsw
A12262	BE_71	Block3	Stim15	E	1	ML	566	2.752816431	Eng	ML	nonsw
A12263	BE_71	Block3	Stim16	E	0	CS	1160	3.064457989	Eng	ML	nonsw
A12264	BE_71	Block3	Stim33	E	1	ML	296	2.471291711	Eng	ML	nonsw
A12265	BE_71	Block3	Stim34	E	1	ML	490	2.69019608	Eng	ML	nonsw
A12266	BE_71	Block3	Stim35	E	1	ML	396	2.597695186	Eng	ML	nonsw
A12267	BE_71	Block3	Stim37	E	1	ML	375	2.574031268	Eng	ML	nonsw
A12268	BE_71	Block3	Stim38	E	1	ML	614	2.788168371	Eng	ML	nonsw
A12269	BE_71	Block3	Stim39	E	1	ML	302	2.480006943	Eng	ML	nonsw
A12270	BE_71	Block3	Stim40	E	1	ML	340	2.531478917	Eng	ML	nonsw
A12271	BE_71	Block3	Stim10	S	1	ML	291	2.463892989	Sp	ML	nonsw
A12272	BE_71	Block3	Stim11	S	1	ML	351	2.545307116	Sp	ML	nonsw
A12273	BE_71	Block3	Stim12	S	1	ML	321	2.506505032	Sp	ML	nonsw
A12274	BE_71	Block3	Stim19	S	0	CS	441	2.644438589	Sp	ML	nonsw
A12275	BE_71	Block3	Stim20	S	1	ML	242	2.383815366	Sp	ML	nonsw
A12276	BE_71	Block3	Stim25	S	1	ML	336	2.526339277	Sp	ML	nonsw
A12277	BE_71	Block3	Stim31	S	1	ML	384	2.584331224	Sp	ML	nonsw
A12278	BE_71	Block3	Stim07	S	1	ML	259	2.413299764	Sp	ML	nonsw
A12279	BE_71	Block3	Stim08	S	1	ML	242	2.383815366	Sp	ML	nonsw
A12280	BE_71	Block3	Stim09	S	1	ML	286	2.456366033	Sp	ML	nonsw
A12281	BE_71	Block4	Stim01	CSES	0	ML	326	2.5132176	Eng	CS	nonsw
A12282	BE_71	Block4	Stim17	CSES	0	ML	270	2.431363764	Eng	CS	nonsw
A12283	BE_71	Block4	Stim02	CSES	0	ML	255	2.40654018	Eng	CS	nonsw
A12284	BE_71	Block4	Stim21	CSES	0	ML	339	2.530199698	Eng	CS	nonsw
A12285	BE_71	Block4	Stim26	CSES	0	ML	461	2.663700925	Eng	CS	nonsw
A12286	BE_71	Block4	Stim27	CSES	0	ML	274	2.437750563	Eng	CS	nonsw
A12287	BE_71	Block4	Stim28	CSES	0	ML	379	2.57863921	Eng	CS	nonsw
A12288	BE_71	Block4	Stim29	CSES	0	ML	281	2.44870632	Eng	CS	nonsw
A12289	BE_71	Block4	Stim03	CSES	0	ML	344	2.536558443	Eng	CS	nonsw
A12290	BE_71	Block4	Stim32	CSES	0	ML	304	2.482873584	Eng	CS	nonsw
A12291	BE_71	Block4	Stim13	CSSE	0	ML	342	2.534026106	Sp	CS	nonsw
A12292	BE_71	Block4	Stim18	CSSE	0	ML	558	2.746634199	Sp	CS	nonsw
A12293	BE_71	Block4	Stim22	CSSE	0	ML	235	2.371067862	Sp	CS	nonsw
A12294	BE_71	Block4	Stim23	CSSE	0	ML	208	2.318063335	Sp	CS	nonsw
A12295	BE_71	Block4	Stim24	CSSE	0	ML	281	2.44870632	Sp	CS	nonsw
A12296	BE_71	Block4	Stim30	CSSE	0	ML	414	2.617000341	Sp	CS	nonsw
A12297	BE_71	Block4	Stim36	CSSE	0	ML	186	2.269512944	Sp	CS	nonsw
A12298	BE_71	Block4	Stim04	CSSE	0	ML	268	2.428134794	Sp	CS	nonsw
A12299	BE_71	Block4	Stim05	CSSE	0	ML	242	2.383815366	Sp	CS	nonsw
A12300	BE_71	Block4	Stim06	CSSE	0	ML	320	2.505149978	Sp	CS	nonsw
A12301	BE_71	Block4	Stim14	E	1	ML	365	2.562292864	Eng	ML	nonsw
A12302	BE_71	Block4	Stim15	E	1	ML	286	2.456366033	Eng	ML	nonsw
A12303	BE_71	Block4	Stim16	E	1	ML	488	2.688419822	Eng	ML	nonsw
A12304	BE_71	Block4	Stim33	E	1	ML	317	2.501059262	Eng	ML	nonsw
A12305	BE_71	Block4	Stim34	E	1	ML	391	2.592176757	Eng	ML	nonsw
A12306	BE_71	Block4	Stim35	E	1	ML	989	2.995196292	Eng	ML	nonsw
A12307	BE_71	Block4	Stim37	E	1	ML	305	2.484299839	Eng	ML	nonsw
A12308	BE_71	Block4	Stim38	E	1	ML	282	2.450249108	Eng	ML	nonsw
A12309	BE_71	Block4	Stim39	E	1	ML	276	2.440909082	Eng	ML	nonsw
A12310	BE_71	Block4	Stim40	E	1	ML	364	2.561101384	Eng	ML	nonsw
A12311	BE_71	Block4	Stim10	S	1	ML	362	2.558708571	Sp	ML	nonsw
A12312	BE_71	Block4	Stim11	S	1	ML	306	2.485721426	Sp	ML	nonsw
A12313	BE_71	Block4	Stim12	S	1	ML	1526	3.183554534	Sp	ML	nonsw
A12314	BE_71	Block4	Stim19	S	1	ML	272	2.434568904	Sp	ML	nonsw
A12315	BE_71	Block4	Stim20	S	1	ML	286	2.456366033	Sp	ML	nonsw
A12316	BE_71	Block4	Stim25	S	1	ML	348	2.541579244	Sp	ML	nonsw
A12317	BE_71	Block4	Stim31	S	0	CS	395	2.596597096	Sp	ML	nonsw
A12318	BE_71	Block4	Stim07	S	1	ML	215	2.33243846	Sp	ML	nonsw
A12319	BE_71	Block4	Stim08	S	1	ML	163	2.212187604	Sp	ML	nonsw
A12320	BE_71	Block4	Stim09	S	1	ML	596	2.77524626	Sp	ML	nonsw
A12321	BE_72	Block1	Stim01	CSES	0	ML	1411	3.149527014	Eng	CS	nonsw
A12322	BE_72	Block1	Stim17	CSES	0	ML	1621	3.209783015	Eng	CS	nonsw
A12323	BE_72	Block1	Stim02	CSES	0	ML	1010	3.004321374	Eng	CS	nonsw
A12324	BE_72	Block1	Stim21	CSES	0	ML	1625	3.210853365	Eng	CS	nonsw
A12325	BE_72	Block1	Stim26	CSES	0	ML	439	2.64246452	Eng	CS	nonsw
A12326	BE_72	Block1	Stim27	CSES	1	CS	1712	3.23350376	Eng	CS	nonsw
A12327	BE_72	Block1	Stim28	CSES	0	ML	537	2.729974286	Eng	CS	nonsw
A12328	BE_72	Block1	Stim29	CSES	0	ML	691	2.839478047	Eng	CS	nonsw
A12329	BE_72	Block1	Stim03	CSES	0	ML	570	2.755874856	Eng	CS	nonsw
A12330	BE_72	Block1	Stim32	CSES	0	ML	376	2.575187845	Eng	CS	nonsw
A12331	BE_72	Block1	Stim13	CSSE	0	ML	1664	3.221153322	Sp	CS	nonsw
A12332	BE_72	Block1	Stim18	CSSE	0	ML	572	2.757396029	Sp	CS	nonsw
A12333	BE_72	Block1	Stim22	CSSE	0	ML	1862	3.269979677	Sp	CS	nonsw
A12334	BE_72	Block1	Stim23	CSSE	0	ML	2388	3.378034322	Sp	CS	nonsw
A12335	BE_72	Block1	Stim24	CSSE	0	ML	1000	3	Sp	CS	nonsw
A12336	BE_72	Block1	Stim30	CSSE	0	ML	3287	3.516799704	Sp	CS	nonsw
A12337	BE_72	Block1	Stim36	CSSE	0	ML	2813	3.449169732	Sp	CS	nonsw
A12338	BE_72	Block1	Stim04	CSSE	0	ML	2681	3.428296814	Sp	CS	nonsw
A12339	BE_72	Block1	Stim05	CSSE	0	ML	1320	3.120573931	Sp	CS	nonsw
A12340	BE_72	Block1	Stim06	CSSE	0	ML	707	2.849419414	Sp	CS	nonsw
A12341	BE_72	Block1	Stim14	E	1	ML	906	2.957128198	Eng	ML	nonsw
A12342	BE_72	Block1	Stim15	E	1	ML	782	2.893206753	Eng	ML	nonsw
A12343	BE_72	Block1	Stim16	E	1	ML	1309	3.116939647	Eng	ML	nonsw
