Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A304	BE_06	Block4	Stim12	S	0	CS	876	2.942504106	Sp	ML	supsw
A305	BE_03	Block4	Stim12	S	1	ML	269	2.42975228	Sp	ML	nonsw
A306	BE_06	Block4	Stim19	S	0	CS	788	2.896526217	Sp	ML	supsw
A307	BE_03	Block4	Stim19	S	1	ML	309	2.489958479	Sp	ML	nonsw
A308	BE_06	Block4	Stim20	S	0	CS	859	2.933993164	Sp	ML	supsw
A309	BE_03	Block4	Stim20	S	1	ML	10	1	Sp	ML	nonsw
A310	BE_06	Block4	Stim09	S	0	CS	646	2.810232518	Sp	ML	supsw
A311	BE_03	Block4	Stim25	S	1	ML	357	2.552668216	Sp	ML	nonsw
A312	BE_06	Block4	Stim10	S	1	ML	2179	3.33825723	Sp	ML	supsw
A313	BE_03	Block4	Stim31	S	1	ML	717	2.855519156	Sp	ML	nonsw
A314	BE_06	Block4	Stim25	S	1	ML	1369	3.136403448	Sp	ML	supsw
A315	BE_03	Block4	Stim07	S	1	ML	292	2.465382851	Sp	ML	nonsw
A316	BE_06	Block4	Stim31	S	1	ML	843	2.925827575	Sp	ML	supsw
A317	BE_03	Block4	Stim08	S	1	ML	887	2.94792362	Sp	ML	nonsw
A318	BE_06	Block4	Stim07	S	1	ML	1474	3.168497484	Sp	ML	supsw
A319	BE_03	Block4	Stim09	S	1	ML	566	2.752816431	Sp	ML	nonsw
A320	BE_06	Block4	Stim08	S	1	ML	297	2.472756449	Sp	ML	supsw
A321	BE_04	Block1	Stim01	CSES	0	ML	718	2.856124444	Eng	CS	nonsw
A322	BE_07	Block1	Stim17	CSES	1	CS	1990	3.298853076	Eng	CS	supsw
A323	BE_04	Block1	Stim17	CSES	0	ML	483	2.683947131	Eng	CS	nonsw
A324	BE_07	Block1	Stim26	CSES	1	CS	3410	3.532754379	Eng	CS	supsw
A325	BE_04	Block1	Stim02	CSES	0	ML	595	2.774516966	Eng	CS	nonsw
A326	BE_07	Block1	Stim27	CSES	1	CS	1431	3.155639634	Eng	CS	supsw
A327	BE_04	Block1	Stim21	CSES	0	ML	656	2.816903839	Eng	CS	nonsw
A328	BE_07	Block1	Stim29	CSES	1	CS	665	2.822821645	Eng	CS	supsw
A329	BE_04	Block1	Stim26	CSES	0	ML	1678	3.224791956	Eng	CS	nonsw
A330	BE_07	Block1	Stim32	CSES	1	CS	3070	3.487138375	Eng	CS	supsw
A331	BE_04	Block1	Stim27	CSES	0	ML	2675	3.427323786	Eng	CS	nonsw
A332	BE_07	Block1	Stim01	CSES	0	ML	1814	3.258637283	Eng	CS	supsw
A333	BE_04	Block1	Stim28	CSES	0	ML	820	2.913813852	Eng	CS	nonsw
A334	BE_07	Block1	Stim02	CSES	0	ML	1667	3.2219356	Eng	CS	supsw
A335	BE_04	Block1	Stim29	CSES	0	ML	1090	3.037426498	Eng	CS	nonsw
A336	BE_07	Block1	Stim21	CSES	0	ML	1456	3.163161375	Eng	CS	supsw
A337	BE_04	Block1	Stim03	CSES	0	ML	620	2.792391689	Eng	CS	nonsw
A338	BE_07	Block1	Stim28	CSES	0	ML	2667	3.426023016	Eng	CS	supsw
A339	BE_04	Block1	Stim32	CSES	0	ML	553	2.742725131	Eng	CS	nonsw
A340	BE_07	Block1	Stim03	CSES	0	ML	735	2.866287339	Eng	CS	supsw
A341	BE_04	Block1	Stim13	CSSE	1	CS	899	2.953759692	Sp	CS	nonsw
A342	BE_07	Block1	Stim30	CSSE	1	CS	3682	3.566083784	Sp	CS	supsw
A343	BE_04	Block1	Stim18	CSSE	0	ML	496	2.695481676	Sp	CS	nonsw
A344	BE_07	Block1	Stim36	CSSE	1	CS	1703	3.231214648	Sp	CS	supsw
A345	BE_04	Block1	Stim22	CSSE	0	ML	1202	3.079904468	Sp	CS	nonsw
A346	BE_07	Block1	Stim04	CSSE	1	CS	1457	3.163459552	Sp	CS	supsw
A347	BE_04	Block1	Stim23	CSSE	0	ML	517	2.713490543	Sp	CS	nonsw
A348	BE_07	Block1	Stim06	CSSE	1	CS	2732	3.436480695	Sp	CS	supsw
A349	BE_04	Block1	Stim24	CSSE	0	ML	688	2.837588438	Sp	CS	nonsw
A350	BE_07	Block1	Stim13	CSSE	0	ML	2326	3.36660971	Sp	CS	supsw
A351	BE_04	Block1	Stim30	CSSE	0	ML	2172	3.336859821	Sp	CS	nonsw
A352	BE_07	Block1	Stim18	CSSE	0	ML	890	2.949390007	Sp	CS	supsw
A353	BE_04	Block1	Stim36	CSSE	0	ML	1303	3.114944416	Sp	CS	nonsw
A354	BE_07	Block1	Stim22	CSSE	0	ML	2099	3.322012439	Sp	CS	supsw
A355	BE_04	Block1	Stim04	CSSE	0	ML	639	2.805500858	Sp	CS	nonsw
A356	BE_07	Block1	Stim23	CSSE	0	ML	3542	3.549248557	Sp	CS	supsw
A357	BE_04	Block1	Stim05	CSSE	0	ML	1062	3.026124517	Sp	CS	nonsw
A358	BE_07	Block1	Stim24	CSSE	0	ML	1351	3.130655349	Sp	CS	supsw
A359	BE_04	Block1	Stim06	CSSE	0	ML	297	2.472756449	Sp	CS	nonsw
A360	BE_07	Block1	Stim05	CSSE	0	ML	1229	3.089551883	Sp	CS	supsw
A361	BE_04	Block1	Stim14	E	1	ML	600	2.77815125	Eng	ML	nonsw
A362	BE_07	Block1	Stim16	E	0	CS	1416	3.151063253	Eng	ML	supsw
A363	BE_04	Block1	Stim15	E	0	CS	800	2.903089987	Eng	ML	nonsw
A364	BE_07	Block1	Stim33	E	0	CS	1939	3.287577809	Eng	ML	supsw
A365	BE_04	Block1	Stim16	E	1	ML	2313	3.364175633	Eng	ML	nonsw
A366	BE_07	Block1	Stim34	E	0	CS	2593	3.413802517	Eng	ML	supsw
A367	BE_04	Block1	Stim33	E	1	ML	517	2.713490543	Eng	ML	nonsw
A368	BE_07	Block1	Stim14	E	1	ML	1037	3.015778756	Eng	ML	supsw
A369	BE_04	Block1	Stim34	E	1	ML	516	2.712649702	Eng	ML	nonsw
A370	BE_07	Block1	Stim15	E	1	ML	1090	3.037426498	Eng	ML	supsw
A371	BE_04	Block1	Stim35	E	1	ML	830	2.919078092	Eng	ML	nonsw
A372	BE_07	Block1	Stim35	E	1	ML	3423	3.534406899	Eng	ML	supsw
A373	BE_04	Block1	Stim37	E	1	ML	489	2.689308859	Eng	ML	nonsw
A374	BE_07	Block1	Stim37	E	1	ML	1362	3.134177108	Eng	ML	supsw
A375	BE_04	Block1	Stim38	E	1	ML	1163	3.065579715	Eng	ML	nonsw
A376	BE_07	Block1	Stim38	E	1	ML	1209	3.082426301	Eng	ML	supsw
A377	BE_04	Block1	Stim39	E	1	ML	895	2.951823035	Eng	ML	nonsw
A378	BE_07	Block1	Stim39	E	1	ML	1716	3.234517284	Eng	ML	supsw
A379	BE_04	Block1	Stim40	E	1	ML	751	2.875639937	Eng	ML	nonsw
A380	BE_07	Block1	Stim40	E	1	ML	1243	3.094471129	Eng	ML	supsw
A381	BE_04	Block1	Stim10	S	1	ML	2395	3.379305518	Sp	ML	nonsw
A382	BE_07	Block1	Stim10	S	0	CS	2187	3.339848783	Sp	ML	supsw
A383	BE_04	Block1	Stim11	S	1	ML	4129	3.615844883	Sp	ML	nonsw
A384	BE_07	Block1	Stim11	S	0	CS	1191	3.075911761	Sp	ML	supsw
A385	BE_04	Block1	Stim12	S	1	ML	775	2.889301703	Sp	ML	nonsw
A386	BE_07	Block1	Stim20	S	0	CS	2855	3.455606113	Sp	ML	supsw
A387	BE_04	Block1	Stim19	S	1	ML	830	2.919078092	Sp	ML	nonsw
A388	BE_07	Block1	Stim31	S	0	CS	2159	3.334252642	Sp	ML	supsw
A389	BE_04	Block1	Stim20	S	1	ML	701	2.845718018	Sp	ML	nonsw
A390	BE_07	Block1	Stim08	S	0	CS	491	2.691081492	Sp	ML	supsw
A391	BE_04	Block1	Stim25	S	1	ML	424	2.627365857	Sp	ML	nonsw
A392	BE_07	Block1	Stim12	S	1	ML	2216	3.345569756	Sp	ML	supsw
A393	BE_04	Block1	Stim31	S	1	ML	1809	3.257438567	Sp	ML	nonsw
A394	BE_07	Block1	Stim19	S	1	ML	585	2.767155866	Sp	ML	supsw
A395	BE_04	Block1	Stim07	S	1	ML	1087	3.036229544	Sp	ML	nonsw
A396	BE_07	Block1	Stim25	S	1	ML	1226	3.08849047	Sp	ML	supsw
A397	BE_04	Block1	Stim08	S	1	ML	784	2.894316063	Sp	ML	nonsw
A398	BE_07	Block1	Stim07	S	1	ML	764	2.883093359	Sp	ML	supsw
A399	BE_04	Block1	Stim09	S	1	ML	453	2.656098202	Sp	ML	nonsw
A400	BE_07	Block1	Stim09	S	1	ML	4620	3.664641976	Sp	ML	supsw
A401	BE_04	Block2	Stim01	CSES	0	ML	368	2.565847819	Eng	CS	nonsw
A402	BE_07	Block2	Stim17	CSES	1	CS	1740	3.240549248	Eng	CS	supsw
A403	BE_04	Block2	Stim17	CSES	0	ML	1243	3.094471129	Eng	CS	nonsw
A404	BE_07	Block2	Stim02	CSES	1	CS	895	2.951823035	Eng	CS	supsw
A405	BE_04	Block2	Stim02	CSES	0	ML	296	2.471291711	Eng	CS	nonsw
A406	BE_07	Block2	Stim21	CSES	1	CS	2396	3.379486814	Eng	CS	supsw
A407	BE_04	Block2	Stim21	CSES	0	ML	387	2.587710965	Eng	CS	nonsw
A408	BE_07	Block2	Stim26	CSES	1	CS	1158	3.063708559	Eng	CS	supsw
A409	BE_04	Block2	Stim26	CSES	0	ML	1042	3.017867719	Eng	CS	nonsw
A410	BE_07	Block2	Stim27	CSES	1	CS	579	2.762678564	Eng	CS	supsw
A411	BE_04	Block2	Stim27	CSES	0	ML	616	2.789580712	Eng	CS	nonsw
A412	BE_07	Block2	Stim28	CSES	1	CS	1159	3.064083436	Eng	CS	supsw
A413	BE_04	Block2	Stim28	CSES	0	ML	512	2.709269961	Eng	CS	nonsw
A414	BE_07	Block2	Stim29	CSES	1	CS	746	2.872738827	Eng	CS	supsw
A415	BE_04	Block2	Stim29	CSES	0	ML	945	2.975431809	Eng	CS	nonsw
A416	BE_07	Block2	Stim03	CSES	1	CS	830	2.919078092	Eng	CS	supsw
A417	BE_04	Block2	Stim03	CSES	0	ML	364	2.561101384	Eng	CS	nonsw
A418	BE_07	Block2	Stim32	CSES	1	CS	754	2.877371346	Eng	CS	supsw
A419	BE_04	Block2	Stim32	CSES	0	ML	377	2.57634135	Eng	CS	nonsw
A420	BE_07	Block2	Stim01	CSES	0	ML	805	2.90579588	Eng	CS	supsw
A421	BE_04	Block2	Stim13	CSSE	0	ML	1222	3.087071206	Sp	CS	nonsw
A422	BE_07	Block2	Stim18	CSSE	1	CS	723	2.859138297	Sp	CS	supsw
A423	BE_04	Block2	Stim18	CSSE	0	ML	1395	3.144574208	Sp	CS	nonsw
A424	BE_07	Block2	Stim22	CSSE	1	CS	988	2.994756945	Sp	CS	supsw
A425	BE_04	Block2	Stim22	CSSE	0	ML	641	2.80685803	Sp	CS	nonsw
A426	BE_07	Block2	Stim23	CSSE	1	CS	1520	3.181843588	Sp	CS	supsw
A427	BE_04	Block2	Stim23	CSSE	0	ML	1324	3.121887985	Sp	CS	nonsw
A428	BE_07	Block2	Stim24	CSSE	1	CS	1177	3.070776463	Sp	CS	supsw
A429	BE_04	Block2	Stim24	CSSE	0	ML	750	2.875061263	Sp	CS	nonsw
A430	BE_07	Block2	Stim36	CSSE	1	CS	1314	3.118595365	Sp	CS	supsw
A431	BE_04	Block2	Stim30	CSSE	0	ML	2476	3.39375064	Sp	CS	nonsw
A432	BE_07	Block2	Stim04	CSSE	1	CS	4671	3.669409867	Sp	CS	supsw
A433	BE_04	Block2	Stim36	CSSE	0	ML	702	2.846337112	Sp	CS	nonsw
A434	BE_07	Block2	Stim13	CSSE	0	ML	1568	3.195346058	Sp	CS	supsw
A435	BE_04	Block2	Stim04	CSSE	0	ML	492	2.691965103	Sp	CS	nonsw
A436	BE_07	Block2	Stim30	CSSE	0	ML	1837	3.264109156	Sp	CS	supsw
A437	BE_04	Block2	Stim05	CSSE	0	ML	858	2.933487288	Sp	CS	nonsw
A438	BE_07	Block2	Stim05	CSSE	0	ML	460	2.662757832	Sp	CS	supsw
A439	BE_04	Block2	Stim06	CSSE	0	ML	656	2.816903839	Sp	CS	nonsw
A440	BE_07	Block2	Stim06	CSSE	0	ML	1030	3.012837225	Sp	CS	supsw
A441	BE_04	Block2	Stim14	E	1	ML	358	2.553883027	Eng	ML	nonsw
A442	BE_07	Block2	Stim15	E	0	CS	941	2.973589623	Eng	ML	supsw
A443	BE_04	Block2	Stim15	E	1	ML	1071	3.029789471	Eng	ML	nonsw
A444	BE_07	Block2	Stim33	E	0	CS	344	2.536558443	Eng	ML	supsw
A445	BE_04	Block2	Stim16	E	1	ML	738	2.868056362	Eng	ML	nonsw
A446	BE_07	Block2	Stim34	E	0	CS	1099	3.040997692	Eng	ML	supsw
A447	BE_04	Block2	Stim33	E	1	ML	692	2.840106094	Eng	ML	nonsw
A448	BE_07	Block2	Stim35	E	0	CS	931	2.968949681	Eng	ML	supsw
A449	BE_04	Block2	Stim34	E	1	ML	1355	3.131939295	Eng	ML	nonsw
A450	BE_07	Block2	Stim37	E	0	CS	4607	3.663418212	Eng	ML	supsw
A451	BE_04	Block2	Stim35	E	1	ML	883	2.945960704	Eng	ML	nonsw
A452	BE_07	Block2	Stim38	E	0	CS	2144	3.331224781	Eng	ML	supsw
A453	BE_04	Block2	Stim37	E	1	ML	1011	3.004751156	Eng	ML	nonsw
A454	BE_07	Block2	Stim39	E	0	CS	2366	3.37401474	Eng	ML	supsw
A455	BE_04	Block2	Stim38	E	1	ML	532	2.725911632	Eng	ML	nonsw
A456	BE_07	Block2	Stim40	E	0	CS	844	2.926342447	Eng	ML	supsw
A457	BE_04	Block2	Stim39	E	1	ML	474	2.675778342	Eng	ML	nonsw
A458	BE_07	Block2	Stim14	E	1	ML	992	2.996511672	Eng	ML	supsw
A459	BE_04	Block2	Stim40	E	1	ML	989	2.995196292	Eng	ML	nonsw
A460	BE_07	Block2	Stim16	E	1	ML	1946	3.289142836	Eng	ML	supsw
A461	BE_04	Block2	Stim10	S	1	ML	1962	3.292699003	Sp	ML	nonsw
A462	BE_07	Block2	Stim10	S	0	CS	1361	3.133858125	Sp	ML	supsw
A463	BE_04	Block2	Stim11	S	1	ML	1435	3.156851901	Sp	ML	nonsw
A464	BE_07	Block2	Stim11	S	0	CS	282	2.450249108	Sp	ML	supsw
A465	BE_04	Block2	Stim12	S	1	ML	597	2.775974331	Sp	ML	nonsw
A466	BE_07	Block2	Stim12	S	0	CS	787	2.895974732	Sp	ML	supsw
A467	BE_04	Block2	Stim19	S	0	CS	488	2.688419822	Sp	ML	nonsw
A468	BE_07	Block2	Stim19	S	0	CS	1189	3.075181855	Sp	ML	supsw
A469	BE_04	Block2	Stim20	S	1	ML	377	2.57634135	Sp	ML	nonsw
A470	BE_07	Block2	Stim20	S	0	CS	53	1.72427587	Sp	ML	supsw
A471	BE_04	Block2	Stim25	S	1	ML	15	1.176091259	Sp	ML	nonsw
A472	BE_07	Block2	Stim31	S	0	CS	592	2.772321707	Sp	ML	supsw
A473	BE_04	Block2	Stim31	S	1	ML	499	2.698100546	Sp	ML	nonsw
A474	BE_07	Block2	Stim08	S	0	CS	2582	3.411956238	Sp	ML	supsw
A475	BE_04	Block2	Stim07	S	1	ML	3014	3.479143248	Sp	ML	nonsw
A476	BE_07	Block2	Stim09	S	0	CS	734	2.86569606	Sp	ML	supsw
A477	BE_04	Block2	Stim08	S	1	ML	1186	3.074084689	Sp	ML	nonsw
A478	BE_07	Block2	Stim25	S	1	ML	935	2.970811611	Sp	ML	supsw
A479	BE_04	Block2	Stim09	S	1	ML	443	2.646403726	Sp	ML	nonsw
A480	BE_07	Block2	Stim07	S	1	ML	764	2.883093359	Sp	ML	supsw
A481	BE_04	Block3	Stim01	CSES	0	ML	766	2.88422877	Eng	CS	nonsw
A482	BE_07	Block3	Stim17	CSES	1	CS	900	2.954242509	Eng	CS	supsw
A483	BE_04	Block3	Stim17	CSES	0	ML	998	2.999130541	Eng	CS	nonsw
A484	BE_07	Block3	Stim02	CSES	1	CS	958	2.981365509	Eng	CS	supsw
A485	BE_04	Block3	Stim02	CSES	0	ML	216	2.334453751	Eng	CS	nonsw
A486	BE_07	Block3	Stim21	CSES	1	CS	948	2.976808337	Eng	CS	supsw
A487	BE_04	Block3	Stim21	CSES	0	ML	934	2.970346876	Eng	CS	nonsw
A488	BE_07	Block3	Stim26	CSES	1	CS	1606	3.205745541	Eng	CS	supsw
A489	BE_04	Block3	Stim26	CSES	0	ML	1647	3.216693599	Eng	CS	nonsw
A490	BE_07	Block3	Stim27	CSES	1	CS	459	2.661812686	Eng	CS	supsw
A491	BE_04	Block3	Stim27	CSES	0	ML	969	2.986323777	Eng	CS	nonsw
A492	BE_07	Block3	Stim28	CSES	1	CS	1188	3.074816441	Eng	CS	supsw
A493	BE_04	Block3	Stim28	CSES	0	ML	1450	3.161368002	Eng	CS	nonsw
A494	BE_07	Block3	Stim29	CSES	1	CS	1199	3.078819183	Eng	CS	supsw
A495	BE_04	Block3	Stim29	CSES	0	ML	648	2.811575006	Eng	CS	nonsw
A496	BE_07	Block3	Stim03	CSES	1	CS	3107	3.492341253	Eng	CS	supsw
A497	BE_04	Block3	Stim03	CSES	0	ML	1113	3.046495164	Eng	CS	nonsw
A498	BE_07	Block3	Stim32	CSES	1	CS	1760	3.245512668	Eng	CS	supsw
A499	BE_04	Block3	Stim32	CSES	0	ML	785	2.894869657	Eng	CS	nonsw
A500	BE_07	Block3	Stim01	CSES	0	ML	400	2.602059991	Eng	CS	supsw
A501	BE_04	Block3	Stim13	CSSE	0	ML	1209	3.082426301	Sp	CS	nonsw
A502	BE_07	Block3	Stim18	CSSE	1	CS	497	2.696356389	Sp	CS	supsw
A503	BE_04	Block3	Stim18	CSSE	0	ML	472	2.673941999	Sp	CS	nonsw
A504	BE_07	Block3	Stim23	CSSE	1	CS	860	2.934498451	Sp	CS	supsw
A505	BE_04	Block3	Stim22	CSSE	0	ML	684	2.835056102	Sp	CS	nonsw
A506	BE_07	Block3	Stim24	CSSE	1	CS	1202	3.079904468	Sp	CS	supsw
A507	BE_04	Block3	Stim23	CSSE	0	ML	1206	3.081347308	Sp	CS	nonsw
A508	BE_07	Block3	Stim36	CSSE	1	CS	274	2.437750563	Sp	CS	supsw
A509	BE_04	Block3	Stim24	CSSE	0	ML	626	2.796574333	Sp	CS	nonsw
A510	BE_07	Block3	Stim04	CSSE	1	CS	3102	3.491641793	Sp	CS	supsw
A511	BE_04	Block3	Stim30	CSSE	0	ML	861	2.935003151	Sp	CS	nonsw
A512	BE_07	Block3	Stim13	CSSE	0	ML	1227	3.088844563	Sp	CS	supsw
A513	BE_04	Block3	Stim36	CSSE	0	ML	36	1.556302501	Sp	CS	nonsw
A514	BE_07	Block3	Stim22	CSSE	0	ML	1302	3.114610984	Sp	CS	supsw
A515	BE_04	Block3	Stim04	CSSE	0	ML	375	2.574031268	Sp	CS	nonsw
A516	BE_07	Block3	Stim30	CSSE	0	ML	998	2.999130541	Sp	CS	supsw
A517	BE_04	Block3	Stim05	CSSE	0	ML	653	2.814913181	Sp	CS	nonsw
A518	BE_07	Block3	Stim05	CSSE	0	ML	758	2.879669206	Sp	CS	supsw
A519	BE_04	Block3	Stim06	CSSE	0	ML	227	2.356025857	Sp	CS	nonsw
A520	BE_07	Block3	Stim06	CSSE	0	ML	662	2.820857989	Sp	CS	supsw
A521	BE_04	Block3	Stim14	E	1	ML	633	2.80140371	Eng	ML	nonsw
A522	BE_07	Block3	Stim14	E	0	CS	586	2.767897616	Eng	ML	supsw
A523	BE_04	Block3	Stim15	E	1	ML	703	2.846955325	Eng	ML	nonsw
A524	BE_07	Block3	Stim16	E	0	CS	1047	3.019946682	Eng	ML	supsw
A525	BE_04	Block3	Stim16	E	1	ML	539	2.731588765	Eng	ML	nonsw
A526	BE_07	Block3	Stim33	E	0	CS	350	2.544068044	Eng	ML	supsw
A527	BE_04	Block3	Stim33	E	1	ML	1549	3.190051418	Eng	ML	nonsw
A528	BE_07	Block3	Stim35	E	0	CS	619	2.791690649	Eng	ML	supsw
A529	BE_04	Block3	Stim34	E	1	ML	1689	3.22762965	Eng	ML	nonsw
A530	BE_07	Block3	Stim15	E	1	ML	428	2.631443769	Eng	ML	supsw
A531	BE_04	Block3	Stim35	E	1	ML	1533	3.185542155	Eng	ML	nonsw
A532	BE_07	Block3	Stim34	E	1	ML	1527	3.183839037	Eng	ML	supsw
A533	BE_04	Block3	Stim37	E	1	ML	530	2.72427587	Eng	ML	nonsw
A534	BE_07	Block3	Stim37	E	1	ML	1859	3.26927939	Eng	ML	supsw
A535	BE_04	Block3	Stim38	E	1	ML	667	2.824125834	Eng	ML	nonsw
A536	BE_07	Block3	Stim38	E	1	ML	360	2.556302501	Eng	ML	supsw
A537	BE_04	Block3	Stim39	E	1	ML	382	2.582063363	Eng	ML	nonsw
A538	BE_07	Block3	Stim39	E	1	ML	897	2.952792443	Eng	ML	supsw
A539	BE_04	Block3	Stim40	E	1	ML	1626	3.211120541	Eng	ML	nonsw
A540	BE_07	Block3	Stim40	E	1	ML	1213	3.083860801	Eng	ML	supsw
A541	BE_04	Block3	Stim10	S	1	ML	830	2.919078092	Sp	ML	nonsw
A542	BE_07	Block3	Stim10	S	0	CS	730	2.86332286	Sp	ML	supsw
A543	BE_04	Block3	Stim11	S	1	ML	511	2.7084209	Sp	ML	nonsw
A544	BE_07	Block3	Stim11	S	0	CS	284	2.45331834	Sp	ML	supsw
A545	BE_04	Block3	Stim12	S	1	ML	539	2.731588765	Sp	ML	nonsw
A546	BE_07	Block3	Stim19	S	0	CS	296	2.471291711	Sp	ML	supsw
A547	BE_04	Block3	Stim19	S	1	ML	335	2.525044807	Sp	ML	nonsw
A548	BE_07	Block3	Stim31	S	0	CS	2007	3.302547372	Sp	ML	supsw
A549	BE_04	Block3	Stim20	S	1	ML	350	2.544068044	Sp	ML	nonsw
A550	BE_07	Block3	Stim08	S	0	CS	930	2.968482949	Sp	ML	supsw
A551	BE_04	Block3	Stim25	S	1	ML	344	2.536558443	Sp	ML	nonsw
A552	BE_07	Block3	Stim12	S	1	ML	2642	3.421932813	Sp	ML	supsw
A553	BE_04	Block3	Stim31	S	1	ML	745	2.872156273	Sp	ML	nonsw
A554	BE_07	Block3	Stim20	S	1	ML	52	1.716003344	Sp	ML	supsw
A555	BE_04	Block3	Stim07	S	1	ML	1020	3.008600172	Sp	ML	nonsw
A556	BE_07	Block3	Stim25	S	1	ML	342	2.534026106	Sp	ML	supsw
A557	BE_04	Block3	Stim08	S	1	ML	1239	3.093071306	Sp	ML	nonsw
A558	BE_07	Block3	Stim07	S	1	ML	490	2.69019608	Sp	ML	supsw
A559	BE_04	Block3	Stim09	S	1	ML	1063	3.026533265	Sp	ML	nonsw
A560	BE_07	Block3	Stim09	S	1	ML	462	2.664641976	Sp	ML	supsw
A561	BE_04	Block4	Stim01	CSES	0	ML	392	2.593286067	Eng	CS	nonsw
A562	BE_07	Block4	Stim17	CSES	1	CS	1900	3.278753601	Eng	CS	supsw
A563	BE_04	Block4	Stim17	CSES	0	ML	290	2.462397998	Eng	CS	nonsw
A564	BE_07	Block4	Stim02	CSES	1	CS	1193	3.076640444	Eng	CS	supsw
A565	BE_04	Block4	Stim02	CSES	0	ML	1263	3.101403351	Eng	CS	nonsw
A566	BE_07	Block4	Stim21	CSES	1	CS	1292	3.111262514	Eng	CS	supsw
A567	BE_04	Block4	Stim21	CSES	0	ML	270	2.431363764	Eng	CS	nonsw
A568	BE_07	Block4	Stim26	CSES	1	CS	931	2.968949681	Eng	CS	supsw
A569	BE_04	Block4	Stim26	CSES	0	ML	1158	3.063708559	Eng	CS	nonsw
A570	BE_07	Block4	Stim27	CSES	1	CS	1033	3.014100322	Eng	CS	supsw
A571	BE_04	Block4	Stim27	CSES	0	ML	720	2.857332496	Eng	CS	nonsw
A572	BE_07	Block4	Stim28	CSES	1	CS	464	2.666517981	Eng	CS	supsw
A573	BE_04	Block4	Stim28	CSES	0	ML	849	2.92890769	Eng	CS	nonsw
A574	BE_07	Block4	Stim29	CSES	1	CS	651	2.813580989	Eng	CS	supsw
A575	BE_04	Block4	Stim29	CSES	0	ML	1048	3.020361283	Eng	CS	nonsw
A576	BE_07	Block4	Stim03	CSES	1	CS	1461	3.164650216	Eng	CS	supsw
A577	BE_04	Block4	Stim03	CSES	0	ML	330	2.51851394	Eng	CS	nonsw
A578	BE_07	Block4	Stim32	CSES	1	CS	981	2.991669007	Eng	CS	supsw
A579	BE_04	Block4	Stim32	CSES	0	ML	946	2.975891136	Eng	CS	nonsw
A580	BE_07	Block4	Stim01	CSES	0	ML	286	2.456366033	Eng	CS	supsw
A581	BE_04	Block4	Stim13	CSSE	0	ML	1796	3.254306332	Sp	CS	nonsw
A582	BE_07	Block4	Stim18	CSSE	1	CS	793	2.899273187	Sp	CS	supsw
A583	BE_04	Block4	Stim18	CSSE	0	ML	624	2.79518459	Sp	CS	nonsw
A584	BE_07	Block4	Stim24	CSSE	1	CS	951	2.978180517	Sp	CS	supsw
A585	BE_04	Block4	Stim22	CSSE	0	ML	1239	3.093071306	Sp	CS	nonsw
A586	BE_07	Block4	Stim36	CSSE	1	CS	254	2.404833717	Sp	CS	supsw
A587	BE_04	Block4	Stim23	CSSE	0	ML	1707	3.232233521	Sp	CS	nonsw
A588	BE_07	Block4	Stim13	CSSE	0	ML	1310	3.117271296	Sp	CS	supsw
A589	BE_04	Block4	Stim24	CSSE	0	ML	322	2.507855872	Sp	CS	nonsw
A590	BE_07	Block4	Stim22	CSSE	0	ML	747	2.873320602	Sp	CS	supsw
A591	BE_04	Block4	Stim30	CSSE	1	CS	2119	3.326130957	Sp	CS	nonsw
A592	BE_07	Block4	Stim23	CSSE	0	ML	1306	3.115943177	Sp	CS	supsw
A593	BE_04	Block4	Stim36	CSSE	0	ML	230	2.361727836	Sp	CS	nonsw
A594	BE_07	Block4	Stim30	CSSE	0	ML	1064	3.026941628	Sp	CS	supsw
A595	BE_04	Block4	Stim04	CSSE	0	ML	1695	3.229169703	Sp	CS	nonsw
A596	BE_07	Block4	Stim04	CSSE	0	ML	1338	3.126456113	Sp	CS	supsw
A597	BE_04	Block4	Stim05	CSSE	0	ML	1113	3.046495164	Sp	CS	nonsw
A598	BE_07	Block4	Stim05	CSSE	0	ML	480	2.681241237	Sp	CS	supsw
A599	BE_04	Block4	Stim06	CSSE	0	ML	338	2.5289167	Sp	CS	nonsw
A600	BE_07	Block4	Stim06	CSSE	0	ML	1258	3.099680641	Sp	CS	supsw
A601	BE_04	Block4	Stim14	E	1	ML	2365	3.373831145	Eng	ML	nonsw
A602	BE_07	Block4	Stim14	E	0	CS	366	2.563481085	Eng	ML	supsw
A603	BE_04	Block4	Stim15	E	1	ML	1343	3.128076013	Eng	ML	nonsw
A604	BE_07	Block4	Stim16	E	0	CS	5987	3.777209258	Eng	ML	supsw
A605	BE_04	Block4	Stim16	E	1	ML	1551	3.190611798	Eng	ML	nonsw
A606	BE_07	Block4	Stim33	E	0	CS	357	2.552668216	Eng	ML	supsw
A607	BE_04	Block4	Stim33	E	1	ML	401	2.603144373	Eng	ML	nonsw
A608	BE_07	Block4	Stim35	E	0	CS	537	2.729974286	Eng	ML	supsw
A609	BE_04	Block4	Stim34	E	1	ML	1288	3.109915863	Eng	ML	nonsw
A610	BE_07	Block4	Stim38	E	0	CS	1172	3.068927612	Eng	ML	supsw
A611	BE_04	Block4	Stim35	E	1	ML	326	2.5132176	Eng	ML	nonsw
