Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context	Group
A1356	BE_15	Block2	Stim25	S	1	ML	995	Sp	ML	nonsw
A1357	BE_15	Block2	Stim31	S	1	ML	2318	Sp	ML	nonsw
A1358	BE_15	Block2	Stim07	S	1	ML	645	Sp	ML	nonsw
A1359	BE_15	Block2	Stim08	S	1	ML	483	Sp	ML	nonsw
A1360	BE_15	Block2	Stim09	S	1	ML	418	Sp	ML	nonsw
A1391	BE_15	Block3	Stim10	S	1	ML	628	Sp	ML	nonsw
A1392	BE_15	Block3	Stim11	S	1	ML	312	Sp	ML	nonsw
A1393	BE_15	Block3	Stim12	S	1	ML	398	Sp	ML	nonsw
A1394	BE_15	Block3	Stim19	S	1	ML	260	Sp	ML	nonsw
A1395	BE_15	Block3	Stim20	S	1	ML	265	Sp	ML	nonsw
A1396	BE_15	Block3	Stim25	S	1	ML	429	Sp	ML	nonsw
A1397	BE_15	Block3	Stim31	S	1	ML	634	Sp	ML	nonsw
A1398	BE_15	Block3	Stim07	S	1	ML	382	Sp	ML	nonsw
A1399	BE_15	Block3	Stim08	S	1	ML	1227	Sp	ML	nonsw
A1400	BE_15	Block3	Stim09	S	1	ML	1061	Sp	ML	nonsw
A1431	BE_15	Block4	Stim10	S	1	ML	299	Sp	ML	nonsw
A1432	BE_15	Block4	Stim11	S	1	ML	390	Sp	ML	nonsw
A1433	BE_15	Block4	Stim12	S	1	ML	346	Sp	ML	nonsw
A1434	BE_15	Block4	Stim19	S	1	ML	311	Sp	ML	nonsw
A1435	BE_15	Block4	Stim20	S	1	ML	506	Sp	ML	nonsw
A1436	BE_15	Block4	Stim25	S	1	ML	1041	Sp	ML	nonsw
A1437	BE_15	Block4	Stim31	S	1	ML	358	Sp	ML	nonsw
A1438	BE_15	Block4	Stim07	S	1	ML	334	Sp	ML	nonsw
A1439	BE_15	Block4	Stim08	S	1	ML	251	Sp	ML	nonsw
A1440	BE_15	Block4	Stim09	S	1	ML	297	Sp	ML	nonsw
A1472	BE_16	Block1	Stim11	S	1	ML	1208	Sp	ML	nonsw
A1473	BE_16	Block1	Stim12	S	1	ML	469	Sp	ML	nonsw
A1474	BE_16	Block1	Stim19	S	1	ML	1113	Sp	ML	nonsw
A1475	BE_16	Block1	Stim20	S	1	ML	321	Sp	ML	nonsw
A1476	BE_16	Block1	Stim25	S	1	ML	1093	Sp	ML	nonsw
A1477	BE_16	Block1	Stim31	S	1	ML	2047	Sp	ML	nonsw
A1479	BE_16	Block1	Stim08	S	1	ML	232	Sp	ML	nonsw
A1511	BE_16	Block2	Stim10	S	1	ML	211	Sp	ML	nonsw
A1512	BE_16	Block2	Stim11	S	1	ML	207	Sp	ML	nonsw
A1513	BE_16	Block2	Stim12	S	1	ML	308	Sp	ML	nonsw
A1514	BE_16	Block2	Stim19	S	1	ML	261	Sp	ML	nonsw
A1515	BE_16	Block2	Stim20	S	1	ML	57	Sp	ML	nonsw
A1516	BE_16	Block2	Stim25	S	1	ML	1106	Sp	ML	nonsw
A1517	BE_16	Block2	Stim31	S	1	ML	2432	Sp	ML	nonsw
A1518	BE_16	Block2	Stim07	S	1	ML	124	Sp	ML	nonsw
A1519	BE_16	Block2	Stim08	S	1	ML	2058	Sp	ML	nonsw
A1520	BE_16	Block2	Stim09	S	1	ML	976	Sp	ML	nonsw
A1551	BE_16	Block3	Stim10	S	1	ML	925	Sp	ML	nonsw
A1552	BE_16	Block3	Stim11	S	1	ML	950	Sp	ML	nonsw
A1553	BE_16	Block3	Stim12	S	1	ML	412	Sp	ML	nonsw
A1554	BE_16	Block3	Stim19	S	1	ML	1705	Sp	ML	nonsw
A1555	BE_16	Block3	Stim20	S	1	ML	481	Sp	ML	nonsw
A1556	BE_16	Block3	Stim25	S	1	ML	499	Sp	ML	nonsw
A1557	BE_16	Block3	Stim31	S	1	ML	690	Sp	ML	nonsw
A1559	BE_16	Block3	Stim08	S	1	ML	479	Sp	ML	nonsw
A1560	BE_16	Block3	Stim09	S	1	ML	673	Sp	ML	nonsw
A1591	BE_16	Block4	Stim10	S	1	ML	95	Sp	ML	nonsw
A1592	BE_16	Block4	Stim11	S	1	ML	415	Sp	ML	nonsw
A1593	BE_16	Block4	Stim12	S	1	ML	36	Sp	ML	nonsw
A1594	BE_16	Block4	Stim19	S	1	ML	835	Sp	ML	nonsw
A1595	BE_16	Block4	Stim20	S	1	ML	3	Sp	ML	nonsw
A1596	BE_16	Block4	Stim25	S	1	ML	250	Sp	ML	nonsw
A1597	BE_16	Block4	Stim31	S	1	ML	165	Sp	ML	nonsw
A1598	BE_16	Block4	Stim07	S	1	ML	1002	Sp	ML	nonsw
A1599	BE_16	Block4	Stim08	S	1	ML	2899	Sp	ML	nonsw
A1600	BE_16	Block4	Stim09	S	1	ML	558	Sp	ML	nonsw
A1631	BE_17	Block1	Stim10	S	1	ML	1537	Sp	ML	nonsw
A1632	BE_17	Block1	Stim11	S	1	ML	645	Sp	ML	nonsw
A1633	BE_17	Block1	Stim12	S	1	ML	1223	Sp	ML	nonsw
A1634	BE_17	Block1	Stim19	S	1	ML	1680	Sp	ML	nonsw
A1636	BE_17	Block1	Stim25	S	1	ML	7191	Sp	ML	nonsw
A1637	BE_17	Block1	Stim31	S	1	ML	1505	Sp	ML	nonsw
A1638	BE_17	Block1	Stim07	S	1	ML	1691	Sp	ML	nonsw
A1640	BE_17	Block1	Stim09	S	1	ML	1062	Sp	ML	nonsw
A1671	BE_17	Block2	Stim10	S	1	ML	784	Sp	ML	nonsw
A1672	BE_17	Block2	Stim11	S	1	ML	547	Sp	ML	nonsw
A1673	BE_17	Block2	Stim12	S	1	ML	1674	Sp	ML	nonsw
A1674	BE_17	Block2	Stim19	S	1	ML	440	Sp	ML	nonsw
A1675	BE_17	Block2	Stim20	S	1	ML	1165	Sp	ML	nonsw
A1678	BE_17	Block2	Stim07	S	1	ML	2234	Sp	ML	nonsw
A1679	BE_17	Block2	Stim08	S	1	ML	931	Sp	ML	nonsw
A1680	BE_17	Block2	Stim09	S	1	ML	814	Sp	ML	nonsw
A1711	BE_17	Block3	Stim10	S	1	ML	3731	Sp	ML	nonsw
A1712	BE_17	Block3	Stim11	S	1	ML	448	Sp	ML	nonsw
A1713	BE_17	Block3	Stim12	S	1	ML	374	Sp	ML	nonsw
A1714	BE_17	Block3	Stim19	S	1	ML	319	Sp	ML	nonsw
A1715	BE_17	Block3	Stim20	S	1	ML	322	Sp	ML	nonsw
A1716	BE_17	Block3	Stim25	S	1	ML	923	Sp	ML	nonsw
A1717	BE_17	Block3	Stim31	S	1	ML	505	Sp	ML	nonsw
A1718	BE_17	Block3	Stim07	S	1	ML	918	Sp	ML	nonsw
A1719	BE_17	Block3	Stim08	S	1	ML	367	Sp	ML	nonsw
A1720	BE_17	Block3	Stim09	S	1	ML	1172	Sp	ML	nonsw
A1751	BE_17	Block4	Stim10	S	1	ML	372	Sp	ML	nonsw
A1752	BE_17	Block4	Stim11	S	1	ML	544	Sp	ML	nonsw
A1753	BE_17	Block4	Stim12	S	1	ML	828	Sp	ML	nonsw
A1754	BE_17	Block4	Stim19	S	1	ML	335	Sp	ML	nonsw
A1755	BE_17	Block4	Stim20	S	1	ML	273	Sp	ML	nonsw
A1756	BE_17	Block4	Stim25	S	1	ML	331	Sp	ML	nonsw
A1757	BE_17	Block4	Stim31	S	1	ML	825	Sp	ML	nonsw
A1758	BE_17	Block4	Stim07	S	1	ML	251	Sp	ML	nonsw
A1759	BE_17	Block4	Stim08	S	1	ML	311	Sp	ML	nonsw
A1760	BE_17	Block4	Stim09	S	1	ML	307	Sp	ML	nonsw
A1791	BE_21	Block1	Stim10	S	1	ML	1170	Sp	ML	nonsw
A1792	BE_21	Block1	Stim11	S	1	ML	769	Sp	ML	nonsw
A1793	BE_21	Block1	Stim12	S	1	ML	419	Sp	ML	nonsw
A1794	BE_21	Block1	Stim19	S	1	ML	628	Sp	ML	nonsw
A1795	BE_21	Block1	Stim20	S	1	ML	1320	Sp	ML	nonsw
A1796	BE_21	Block1	Stim25	S	1	ML	1328	Sp	ML	nonsw
A1797	BE_21	Block1	Stim31	S	1	ML	440	Sp	ML	nonsw
A1798	BE_21	Block1	Stim07	S	1	ML	623	Sp	ML	nonsw
A1799	BE_21	Block1	Stim08	S	1	ML	1053	Sp	ML	nonsw
A1800	BE_21	Block1	Stim09	S	1	ML	2091	Sp	ML	nonsw
A1831	BE_21	Block2	Stim10	S	1	ML	834	Sp	ML	nonsw
A1832	BE_21	Block2	Stim11	S	1	ML	450	Sp	ML	nonsw
A1833	BE_21	Block2	Stim12	S	1	ML	349	Sp	ML	nonsw
A1834	BE_21	Block2	Stim19	S	1	ML	633	Sp	ML	nonsw
A1835	BE_21	Block2	Stim20	S	1	ML	355	Sp	ML	nonsw
A1836	BE_21	Block2	Stim25	S	1	ML	511	Sp	ML	nonsw
A1837	BE_21	Block2	Stim31	S	1	ML	478	Sp	ML	nonsw
A1838	BE_21	Block2	Stim07	S	1	ML	1026	Sp	ML	nonsw
A1839	BE_21	Block2	Stim08	S	1	ML	379	Sp	ML	nonsw
A1840	BE_21	Block2	Stim09	S	1	ML	552	Sp	ML	nonsw
A1871	BE_21	Block3	Stim10	S	1	ML	560	Sp	ML	nonsw
A1872	BE_21	Block3	Stim11	S	1	ML	273	Sp	ML	nonsw
A1873	BE_21	Block3	Stim12	S	1	ML	276	Sp	ML	nonsw
A1874	BE_21	Block3	Stim19	S	1	ML	254	Sp	ML	nonsw
A1875	BE_21	Block3	Stim20	S	1	ML	336	Sp	ML	nonsw
A1876	BE_21	Block3	Stim25	S	1	ML	250	Sp	ML	nonsw
A1877	BE_21	Block3	Stim31	S	1	ML	373	Sp	ML	nonsw
A1878	BE_21	Block3	Stim07	S	1	ML	1024	Sp	ML	nonsw
A1879	BE_21	Block3	Stim08	S	1	ML	1970	Sp	ML	nonsw
A1880	BE_21	Block3	Stim09	S	1	ML	299	Sp	ML	nonsw
A1911	BE_21	Block4	Stim10	S	1	ML	339	Sp	ML	nonsw
A1912	BE_21	Block4	Stim11	S	1	ML	218	Sp	ML	nonsw
A1913	BE_21	Block4	Stim12	S	1	ML	2097	Sp	ML	nonsw
A1914	BE_21	Block4	Stim19	S	1	ML	418	Sp	ML	nonsw
A1915	BE_21	Block4	Stim20	S	1	ML	309	Sp	ML	nonsw
A1916	BE_21	Block4	Stim25	S	1	ML	271	Sp	ML	nonsw
A1917	BE_21	Block4	Stim31	S	1	ML	1056	Sp	ML	nonsw
A1918	BE_21	Block4	Stim07	S	1	ML	298	Sp	ML	nonsw
A1919	BE_21	Block4	Stim08	S	1	ML	749	Sp	ML	nonsw
A1920	BE_21	Block4	Stim09	S	1	ML	262	Sp	ML	nonsw
A1951	BE_22	Block1	Stim10	S	1	ML	1122	Sp	ML	nonsw
A1952	BE_22	Block1	Stim11	S	1	ML	2530	Sp	ML	nonsw
A1953	BE_22	Block1	Stim12	S	1	ML	1027	Sp	ML	nonsw
A1954	BE_22	Block1	Stim19	S	1	ML	1111	Sp	ML	nonsw
A1955	BE_22	Block1	Stim20	S	1	ML	517	Sp	ML	nonsw
A1956	BE_22	Block1	Stim25	S	1	ML	713	Sp	ML	nonsw
A1957	BE_22	Block1	Stim31	S	1	ML	3154	Sp	ML	nonsw
A1958	BE_22	Block1	Stim07	S	1	ML	731	Sp	ML	nonsw
A1959	BE_22	Block1	Stim08	S	1	ML	1195	Sp	ML	nonsw
A1960	BE_22	Block1	Stim09	S	1	ML	971	Sp	ML	nonsw
A1991	BE_22	Block2	Stim10	S	1	ML	923	Sp	ML	nonsw
A1992	BE_22	Block2	Stim11	S	1	ML	448	Sp	ML	nonsw
A1993	BE_22	Block2	Stim12	S	1	ML	419	Sp	ML	nonsw
A1994	BE_22	Block2	Stim19	S	1	ML	1140	Sp	ML	nonsw
A1995	BE_22	Block2	Stim20	S	1	ML	916	Sp	ML	nonsw
A1996	BE_22	Block2	Stim25	S	1	ML	1136	Sp	ML	nonsw
A1997	BE_22	Block2	Stim31	S	1	ML	1333	Sp	ML	nonsw
A1998	BE_22	Block2	Stim07	S	1	ML	1238	Sp	ML	nonsw
A1999	BE_22	Block2	Stim08	S	1	ML	1298	Sp	ML	nonsw
A2000	BE_22	Block2	Stim09	S	1	ML	875	Sp	ML	nonsw
A2031	BE_22	Block3	Stim10	S	1	ML	1243	Sp	ML	nonsw
A2032	BE_22	Block3	Stim11	S	1	ML	329	Sp	ML	nonsw
A2033	BE_22	Block3	Stim12	S	1	ML	462	Sp	ML	nonsw
A2034	BE_22	Block3	Stim19	S	1	ML	1192	Sp	ML	nonsw
A2035	BE_22	Block3	Stim20	S	1	ML	280	Sp	ML	nonsw
A2036	BE_22	Block3	Stim25	S	1	ML	739	Sp	ML	nonsw
A2037	BE_22	Block3	Stim31	S	1	ML	1175	Sp	ML	nonsw
A2038	BE_22	Block3	Stim07	S	1	ML	1338	Sp	ML	nonsw
A2039	BE_22	Block3	Stim08	S	1	ML	292	Sp	ML	nonsw
A2040	BE_22	Block3	Stim09	S	1	ML	279	Sp	ML	nonsw
A2072	BE_22	Block4	Stim11	S	1	ML	689	Sp	ML	nonsw
A2073	BE_22	Block4	Stim12	S	1	ML	423	Sp	ML	nonsw
A2074	BE_22	Block4	Stim19	S	1	ML	342	Sp	ML	nonsw
A2075	BE_22	Block4	Stim20	S	1	ML	637	Sp	ML	nonsw
A2076	BE_22	Block4	Stim25	S	1	ML	942	Sp	ML	nonsw
A2077	BE_22	Block4	Stim31	S	1	ML	1489	Sp	ML	nonsw
A2078	BE_22	Block4	Stim07	S	1	ML	425	Sp	ML	nonsw
A2079	BE_22	Block4	Stim08	S	1	ML	1168	Sp	ML	nonsw
A2080	BE_22	Block4	Stim09	S	1	ML	282	Sp	ML	nonsw
A2111	BE_23	Block1	Stim10	S	1	ML	1850	Sp	ML	nonsw
A2112	BE_23	Block1	Stim11	S	1	ML	1237	Sp	ML	nonsw
A2113	BE_23	Block1	Stim12	S	1	ML	1505	Sp	ML	nonsw
A2114	BE_23	Block1	Stim19	S	1	ML	3105	Sp	ML	nonsw
A2115	BE_23	Block1	Stim20	S	1	ML	2614	Sp	ML	nonsw
A2116	BE_23	Block1	Stim25	S	1	ML	5308	Sp	ML	nonsw
A2117	BE_23	Block1	Stim31	S	1	ML	3217	Sp	ML	nonsw
A2118	BE_23	Block1	Stim07	S	1	ML	966	Sp	ML	nonsw
A2119	BE_23	Block1	Stim08	S	1	ML	3992	Sp	ML	nonsw
A2120	BE_23	Block1	Stim09	S	1	ML	1179	Sp	ML	nonsw
A2151	BE_23	Block2	Stim10	S	1	ML	4802	Sp	ML	nonsw
A2152	BE_23	Block2	Stim11	S	1	ML	2418	Sp	ML	nonsw
A2153	BE_23	Block2	Stim12	S	1	ML	744	Sp	ML	nonsw
A2154	BE_23	Block2	Stim19	S	1	ML	1579	Sp	ML	nonsw
A2155	BE_23	Block2	Stim20	S	1	ML	592	Sp	ML	nonsw
A2156	BE_23	Block2	Stim25	S	1	ML	746	Sp	ML	nonsw
A2157	BE_23	Block2	Stim31	S	1	ML	1991	Sp	ML	nonsw
A2158	BE_23	Block2	Stim07	S	1	ML	3413	Sp	ML	nonsw
A2159	BE_23	Block2	Stim08	S	1	ML	2203	Sp	ML	nonsw
A2160	BE_23	Block2	Stim09	S	1	ML	890	Sp	ML	nonsw
A2191	BE_23	Block3	Stim10	S	1	ML	2258	Sp	ML	nonsw
A2192	BE_23	Block3	Stim11	S	1	ML	2006	Sp	ML	nonsw
A2193	BE_23	Block3	Stim12	S	1	ML	4174	Sp	ML	nonsw
A2194	BE_23	Block3	Stim19	S	1	ML	2331	Sp	ML	nonsw
A2195	BE_23	Block3	Stim20	S	1	ML	599	Sp	ML	nonsw
A2196	BE_23	Block3	Stim25	S	1	ML	515	Sp	ML	nonsw
A2197	BE_23	Block3	Stim31	S	1	ML	903	Sp	ML	nonsw
A2198	BE_23	Block3	Stim07	S	1	ML	900	Sp	ML	nonsw
A2199	BE_23	Block3	Stim08	S	1	ML	1186	Sp	ML	nonsw
A2200	BE_23	Block3	Stim09	S	1	ML	447	Sp	ML	nonsw
A2231	BE_23	Block4	Stim10	S	1	ML	1892	Sp	ML	nonsw
A2232	BE_23	Block4	Stim11	S	1	ML	3262	Sp	ML	nonsw
A2233	BE_23	Block4	Stim12	S	1	ML	1548	Sp	ML	nonsw
A2234	BE_23	Block4	Stim19	S	1	ML	1168	Sp	ML	nonsw
A2235	BE_23	Block4	Stim20	S	1	ML	1659	Sp	ML	nonsw
A2236	BE_23	Block4	Stim25	S	1	ML	1060	Sp	ML	nonsw
A2237	BE_23	Block4	Stim31	S	1	ML	4482	Sp	ML	nonsw
A2238	BE_23	Block4	Stim07	S	1	ML	685	Sp	ML	nonsw
A2239	BE_23	Block4	Stim08	S	1	ML	1096	Sp	ML	nonsw
A2240	BE_23	Block4	Stim09	S	1	ML	1773	Sp	ML	nonsw
A2271	BE_24	Block1	Stim10	S	1	ML	1230	Sp	ML	nonsw
A2272	BE_24	Block1	Stim11	S	1	ML	688	Sp	ML	nonsw
A2273	BE_24	Block1	Stim12	S	1	ML	382	Sp	ML	nonsw
A2274	BE_24	Block1	Stim19	S	1	ML	762	Sp	ML	nonsw
A2275	BE_24	Block1	Stim20	S	1	ML	587	Sp	ML	nonsw
A2276	BE_24	Block1	Stim25	S	1	ML	402	Sp	ML	nonsw
A2277	BE_24	Block1	Stim31	S	1	ML	794	Sp	ML	nonsw
A2279	BE_24	Block1	Stim08	S	1	ML	1037	Sp	ML	nonsw
A2280	BE_24	Block1	Stim09	S	1	ML	1008	Sp	ML	nonsw
A2311	BE_24	Block2	Stim10	S	1	ML	549	Sp	ML	nonsw
A2312	BE_24	Block2	Stim11	S	1	ML	547	Sp	ML	nonsw
A2313	BE_24	Block2	Stim12	S	1	ML	589	Sp	ML	nonsw
A2314	BE_24	Block2	Stim19	S	1	ML	291	Sp	ML	nonsw
A2315	BE_24	Block2	Stim20	S	1	ML	307	Sp	ML	nonsw
A2316	BE_24	Block2	Stim25	S	1	ML	268	Sp	ML	nonsw
A2318	BE_24	Block2	Stim07	S	1	ML	272	Sp	ML	nonsw
A2320	BE_24	Block2	Stim09	S	1	ML	283	Sp	ML	nonsw
A2351	BE_24	Block3	Stim10	S	1	ML	650	Sp	ML	nonsw
A2352	BE_24	Block3	Stim11	S	1	ML	222	Sp	ML	nonsw
A2353	BE_24	Block3	Stim12	S	1	ML	637	Sp	ML	nonsw
A2354	BE_24	Block3	Stim19	S	1	ML	239	Sp	ML	nonsw
A2355	BE_24	Block3	Stim20	S	1	ML	316	Sp	ML	nonsw
A2356	BE_24	Block3	Stim25	S	1	ML	931	Sp	ML	nonsw
A2357	BE_24	Block3	Stim31	S	1	ML	348	Sp	ML	nonsw
A2358	BE_24	Block3	Stim07	S	1	ML	197	Sp	ML	nonsw
A2359	BE_24	Block3	Stim08	S	1	ML	298	Sp	ML	nonsw
A2360	BE_24	Block3	Stim09	S	1	ML	315	Sp	ML	nonsw
A2391	BE_24	Block4	Stim10	S	1	ML	534	Sp	ML	nonsw
A2392	BE_24	Block4	Stim11	S	1	ML	276	Sp	ML	nonsw
A2393	BE_24	Block4	Stim12	S	1	ML	312	Sp	ML	nonsw
A2394	BE_24	Block4	Stim19	S	1	ML	258	Sp	ML	nonsw
A2395	BE_24	Block4	Stim20	S	1	ML	328	Sp	ML	nonsw
A2396	BE_24	Block4	Stim25	S	1	ML	348	Sp	ML	nonsw
A2397	BE_24	Block4	Stim31	S	1	ML	552	Sp	ML	nonsw
A2398	BE_24	Block4	Stim07	S	1	ML	20	Sp	ML	nonsw
A2399	BE_24	Block4	Stim08	S	1	ML	240	Sp	ML	nonsw
A2400	BE_24	Block4	Stim09	S	1	ML	303	Sp	ML	nonsw
A2431	BE_25	Block1	Stim10	S	1	ML	526	Sp	ML	nonsw
A2433	BE_25	Block1	Stim12	S	1	ML	742	Sp	ML	nonsw
A2434	BE_25	Block1	Stim19	S	1	ML	668	Sp	ML	nonsw
A2435	BE_25	Block1	Stim20	S	1	ML	1571	Sp	ML	nonsw
A2436	BE_25	Block1	Stim25	S	1	ML	450	Sp	ML	nonsw
A2437	BE_25	Block1	Stim31	S	1	ML	1178	Sp	ML	nonsw
A2438	BE_25	Block1	Stim07	S	1	ML	793	Sp	ML	nonsw
A2439	BE_25	Block1	Stim08	S	1	ML	787	Sp	ML	nonsw
A2440	BE_25	Block1	Stim09	S	1	ML	556	Sp	ML	nonsw
A2471	BE_25	Block2	Stim10	S	1	ML	568	Sp	ML	nonsw
A2472	BE_25	Block2	Stim11	S	1	ML	362	Sp	ML	nonsw
A2473	BE_25	Block2	Stim12	S	1	ML	445	Sp	ML	nonsw
A2474	BE_25	Block2	Stim19	S	1	ML	2174	Sp	ML	nonsw
A2475	BE_25	Block2	Stim20	S	1	ML	517	Sp	ML	nonsw
A2476	BE_25	Block2	Stim25	S	1	ML	661	Sp	ML	nonsw
A2477	BE_25	Block2	Stim31	S	1	ML	1816	Sp	ML	nonsw
A2478	BE_25	Block2	Stim07	S	1	ML	399	Sp	ML	nonsw
A2479	BE_25	Block2	Stim08	S	1	ML	521	Sp	ML	nonsw
A2480	BE_25	Block2	Stim09	S	1	ML	465	Sp	ML	nonsw
A2511	BE_25	Block3	Stim10	S	1	ML	533	Sp	ML	nonsw
A2512	BE_25	Block3	Stim11	S	1	ML	817	Sp	ML	nonsw
A2513	BE_25	Block3	Stim12	S	1	ML	509	Sp	ML	nonsw
A2514	BE_25	Block3	Stim19	S	1	ML	322	Sp	ML	nonsw
A2515	BE_25	Block3	Stim20	S	1	ML	1068	Sp	ML	nonsw
A2516	BE_25	Block3	Stim25	S	1	ML	813	Sp	ML	nonsw
A2517	BE_25	Block3	Stim31	S	1	ML	485	Sp	ML	nonsw
A2518	BE_25	Block3	Stim07	S	1	ML	939	Sp	ML	nonsw
A2519	BE_25	Block3	Stim08	S	1	ML	447	Sp	ML	nonsw
A2520	BE_25	Block3	Stim09	S	1	ML	393	Sp	ML	nonsw
A2551	BE_25	Block4	Stim10	S	1	ML	292	Sp	ML	nonsw
A2552	BE_25	Block4	Stim11	S	1	ML	335	Sp	ML	nonsw
A2553	BE_25	Block4	Stim12	S	1	ML	271	Sp	ML	nonsw
A2554	BE_25	Block4	Stim19	S	1	ML	262	Sp	ML	nonsw
A2555	BE_25	Block4	Stim20	S	1	ML	1425	Sp	ML	nonsw
A2556	BE_25	Block4	Stim25	S	1	ML	340	Sp	ML	nonsw
A2557	BE_25	Block4	Stim31	S	1	ML	729	Sp	ML	nonsw
A2558	BE_25	Block4	Stim07	S	1	ML	152	Sp	ML	nonsw
A2559	BE_25	Block4	Stim08	S	1	ML	202	Sp	ML	nonsw
A2560	BE_25	Block4	Stim09	S	1	ML	204	Sp	ML	nonsw
A2591	BE_26	Block1	Stim10	S	1	ML	20804	Sp	ML	nonsw
A2592	BE_26	Block1	Stim11	S	1	ML	1915	Sp	ML	nonsw
A2594	BE_26	Block1	Stim19	S	1	ML	2100	Sp	ML	nonsw
A2595	BE_26	Block1	Stim20	S	1	ML	868	Sp	ML	nonsw
A2596	BE_26	Block1	Stim25	S	1	ML	3032	Sp	ML	nonsw
A2597	BE_26	Block1	Stim31	S	1	ML	1991	Sp	ML	nonsw
A2598	BE_26	Block1	Stim07	S	1	ML	2190	Sp	ML	nonsw
A2599	BE_26	Block1	Stim08	S	1	ML	1486	Sp	ML	nonsw
A2600	BE_26	Block1	Stim09	S	1	ML	6282	Sp	ML	nonsw
A2631	BE_26	Block2	Stim10	S	1	ML	2769	Sp	ML	nonsw
A2632	BE_26	Block2	Stim11	S	1	ML	678	Sp	ML	nonsw
A2633	BE_26	Block2	Stim12	S	1	ML	1300	Sp	ML	nonsw
A2634	BE_26	Block2	Stim19	S	1	ML	1752	Sp	ML	nonsw
A2635	BE_26	Block2	Stim20	S	1	ML	1517	Sp	ML	nonsw
A2636	BE_26	Block2	Stim25	S	1	ML	961	Sp	ML	nonsw
A2637	BE_26	Block2	Stim31	S	1	ML	3653	Sp	ML	nonsw
A2638	BE_26	Block2	Stim07	S	1	ML	9702	Sp	ML	nonsw
A2639	BE_26	Block2	Stim08	S	1	ML	2654	Sp	ML	nonsw
A2640	BE_26	Block2	Stim09	S	1	ML	5582	Sp	ML	nonsw
A2671	BE_26	Block3	Stim10	S	1	ML	7884	Sp	ML	nonsw
A2672	BE_26	Block3	Stim11	S	1	ML	541	Sp	ML	nonsw
A2673	BE_26	Block3	Stim12	S	1	ML	1348	Sp	ML	nonsw
A2674	BE_26	Block3	Stim19	S	1	ML	2276	Sp	ML	nonsw
A2675	BE_26	Block3	Stim20	S	1	ML	1026	Sp	ML	nonsw
A2676	BE_26	Block3	Stim25	S	1	ML	363	Sp	ML	nonsw
A2677	BE_26	Block3	Stim31	S	1	ML	1756	Sp	ML	nonsw
A2678	BE_26	Block3	Stim07	S	1	ML	1866	Sp	ML	nonsw
A2679	BE_26	Block3	Stim08	S	1	ML	1685	Sp	ML	nonsw
A2680	BE_26	Block3	Stim09	S	1	ML	727	Sp	ML	nonsw
A2711	BE_26	Block4	Stim10	S	1	ML	1059	Sp	ML	nonsw
A2712	BE_26	Block4	Stim11	S	1	ML	2378	Sp	ML	nonsw
A2713	BE_26	Block4	Stim12	S	1	ML	2190	Sp	ML	nonsw
A2714	BE_26	Block4	Stim19	S	1	ML	659	Sp	ML	nonsw
A2715	BE_26	Block4	Stim20	S	1	ML	221	Sp	ML	nonsw
A2716	BE_26	Block4	Stim25	S	1	ML	257	Sp	ML	nonsw
A2717	BE_26	Block4	Stim31	S	1	ML	1706	Sp	ML	nonsw
A2718	BE_26	Block4	Stim07	S	1	ML	230	Sp	ML	nonsw
A2719	BE_26	Block4	Stim08	S	1	ML	529	Sp	ML	nonsw
A2751	BE_27	Block1	Stim10	S	1	ML	923	Sp	ML	nonsw
A2752	BE_27	Block1	Stim11	S	1	ML	742	Sp	ML	nonsw
A2753	BE_27	Block1	Stim12	S	1	ML	775	Sp	ML	nonsw
A2754	BE_27	Block1	Stim19	S	1	ML	525	Sp	ML	nonsw
A2755	BE_27	Block1	Stim20	S	1	ML	3003	Sp	ML	nonsw
A2756	BE_27	Block1	Stim25	S	1	ML	595	Sp	ML	nonsw
A2757	BE_27	Block1	Stim31	S	1	ML	599	Sp	ML	nonsw
A2758	BE_27	Block1	Stim07	S	1	ML	572	Sp	ML	nonsw
A2759	BE_27	Block1	Stim08	S	1	ML	1435	Sp	ML	nonsw
A2760	BE_27	Block1	Stim09	S	1	ML	1090	Sp	ML	nonsw
A2791	BE_27	Block2	Stim10	S	1	ML	781	Sp	ML	nonsw
A2792	BE_27	Block2	Stim11	S	1	ML	508	Sp	ML	nonsw
A2793	BE_27	Block2	Stim12	S	1	ML	726	Sp	ML	nonsw
A2794	BE_27	Block2	Stim19	S	1	ML	843	Sp	ML	nonsw
A2795	BE_27	Block2	Stim20	S	1	ML	563	Sp	ML	nonsw
A2796	BE_27	Block2	Stim25	S	1	ML	982	Sp	ML	nonsw
A2797	BE_27	Block2	Stim31	S	1	ML	2097	Sp	ML	nonsw
A2798	BE_27	Block2	Stim07	S	1	ML	358	Sp	ML	nonsw
A2799	BE_27	Block2	Stim08	S	1	ML	407	Sp	ML	nonsw
A2800	BE_27	Block2	Stim09	S	1	ML	530	Sp	ML	nonsw
A2831	BE_27	Block3	Stim10	S	1	ML	2390	Sp	ML	nonsw
A2832	BE_27	Block3	Stim11	S	1	ML	266	Sp	ML	nonsw
A2833	BE_27	Block3	Stim12	S	1	ML	404	Sp	ML	nonsw
A2834	BE_27	Block3	Stim19	S	1	ML	605	Sp	ML	nonsw
