Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context
A3089	BE_62	Block2	Stim03	CSES	0	ML	398	Eng	CS
A3090	BE_62	Block2	Stim32	CSES	0	ML	1416	Eng	CS
A3123	BE_62	Block3	Stim17	CSES	0	ML	346	Eng	CS
A3124	BE_62	Block3	Stim02	CSES	0	ML	291	Eng	CS
A3125	BE_62	Block3	Stim21	CSES	0	ML	937	Eng	CS
A3126	BE_62	Block3	Stim26	CSES	0	ML	1676	Eng	CS
A3127	BE_62	Block3	Stim27	CSES	0	ML	498	Eng	CS
A3128	BE_62	Block3	Stim28	CSES	0	ML	1072	Eng	CS
A3129	BE_62	Block3	Stim03	CSES	0	ML	503	Eng	CS
A3130	BE_62	Block3	Stim32	CSES	0	ML	1218	Eng	CS
A3165	BE_62	Block4	Stim01	CSES	0	ML	62	Eng	CS
A3166	BE_62	Block4	Stim17	CSES	0	ML	151	Eng	CS
A3167	BE_62	Block4	Stim02	CSES	0	ML	501	Eng	CS
A3168	BE_62	Block4	Stim29	CSES	0	ML	1238	Eng	CS
A3169	BE_62	Block4	Stim03	CSES	0	ML	54	Eng	CS
A3170	BE_62	Block4	Stim32	CSES	0	ML	167	Eng	CS
A3524	BE_73	Block1	Stim01	CSES	0	ML	2118	Eng	CS
A3525	BE_73	Block1	Stim02	CSES	0	ML	502	Eng	CS
A3526	BE_73	Block1	Stim21	CSES	0	ML	1279	Eng	CS
A3527	BE_73	Block1	Stim27	CSES	0	ML	2180	Eng	CS
A3528	BE_73	Block1	Stim29	CSES	0	ML	3424	Eng	CS
A3529	BE_73	Block1	Stim03	CSES	0	ML	1661	Eng	CS
A3530	BE_73	Block1	Stim32	CSES	0	ML	1567	Eng	CS
A3564	BE_73	Block2	Stim17	CSES	0	ML	987	Eng	CS
A3565	BE_73	Block2	Stim21	CSES	0	ML	8018	Eng	CS
A3566	BE_73	Block2	Stim26	CSES	0	ML	650	Eng	CS
A3567	BE_73	Block2	Stim27	CSES	0	ML	2299	Eng	CS
A3568	BE_73	Block2	Stim28	CSES	0	ML	2795	Eng	CS
A3569	BE_73	Block2	Stim29	CSES	0	ML	465	Eng	CS
A3570	BE_73	Block2	Stim32	CSES	0	ML	1429	Eng	CS
A3602	BE_73	Block3	Stim01	CSES	0	ML	1296	Eng	CS
A3603	BE_73	Block3	Stim17	CSES	0	ML	1241	Eng	CS
A3604	BE_73	Block3	Stim02	CSES	0	ML	1248	Eng	CS
A3605	BE_73	Block3	Stim26	CSES	0	ML	4191	Eng	CS
A3606	BE_73	Block3	Stim27	CSES	0	ML	522	Eng	CS
A3607	BE_73	Block3	Stim28	CSES	0	ML	17467	Eng	CS
A3608	BE_73	Block3	Stim29	CSES	0	ML	1227	Eng	CS
A3609	BE_73	Block3	Stim03	CSES	0	ML	3547	Eng	CS
A3610	BE_73	Block3	Stim32	CSES	0	ML	2833	Eng	CS
A3643	BE_73	Block4	Stim17	CSES	0	ML	4059	Eng	CS
A3644	BE_73	Block4	Stim02	CSES	0	ML	596	Eng	CS
A3645	BE_73	Block4	Stim26	CSES	0	ML	2047	Eng	CS
A3646	BE_73	Block4	Stim27	CSES	0	ML	1819	Eng	CS
A3647	BE_73	Block4	Stim28	CSES	0	ML	2070	Eng	CS
A3648	BE_73	Block4	Stim29	CSES	0	ML	1125	Eng	CS
A3649	BE_73	Block4	Stim03	CSES	0	ML	1027	Eng	CS
A3650	BE_73	Block4	Stim32	CSES	0	ML	1161	Eng	CS
A3681	BE_78	Block1	Stim01	CSES	0	ML	2815	Eng	CS
A3682	BE_78	Block1	Stim17	CSES	0	ML	1662	Eng	CS
A3683	BE_78	Block1	Stim03	CSES	0	ML	9739	Eng	CS
A3721	BE_78	Block2	Stim01	CSES	0	ML	2685	Eng	CS
A3722	BE_78	Block2	Stim17	CSES	0	ML	2403	Eng	CS
A3723	BE_78	Block2	Stim02	CSES	0	ML	3065	Eng	CS
A3724	BE_78	Block2	Stim21	CSES	0	ML	2779	Eng	CS
A3725	BE_78	Block2	Stim26	CSES	0	ML	1943	Eng	CS
A3726	BE_78	Block2	Stim03	CSES	0	ML	1829	Eng	CS
A3727	BE_78	Block2	Stim32	CSES	0	ML	6355	Eng	CS
A3761	BE_78	Block3	Stim01	CSES	0	ML	1083	Eng	CS
A3762	BE_78	Block3	Stim02	CSES	0	ML	1027	Eng	CS
A3763	BE_78	Block3	Stim26	CSES	0	ML	3377	Eng	CS
A3764	BE_78	Block3	Stim27	CSES	0	ML	694	Eng	CS
A3765	BE_78	Block3	Stim29	CSES	0	ML	2495	Eng	CS
A3801	BE_78	Block4	Stim01	CSES	0	ML	250	Eng	CS
A3802	BE_78	Block4	Stim17	CSES	0	ML	2590	Eng	CS
A3803	BE_78	Block4	Stim02	CSES	0	ML	2044	Eng	CS
A3804	BE_78	Block4	Stim21	CSES	0	ML	1702	Eng	CS
A3805	BE_78	Block4	Stim26	CSES	0	ML	3259	Eng	CS
A3806	BE_78	Block4	Stim03	CSES	0	ML	445	Eng	CS
A3807	BE_78	Block4	Stim32	CSES	0	ML	493	Eng	CS
A3841	BE_79	Block1	Stim17	CSES	0	ML	2295	Eng	CS
A3842	BE_79	Block1	Stim02	CSES	0	ML	1117	Eng	CS
A3843	BE_79	Block1	Stim21	CSES	0	ML	2401	Eng	CS
A3844	BE_79	Block1	Stim03	CSES	0	ML	1262	Eng	CS
A3845	BE_79	Block1	Stim32	CSES	0	ML	1409	Eng	CS
A3881	BE_79	Block2	Stim17	CSES	0	ML	1547	Eng	CS
A3882	BE_79	Block2	Stim02	CSES	0	ML	547	Eng	CS
A3883	BE_79	Block2	Stim21	CSES	0	ML	336	Eng	CS
A3884	BE_79	Block2	Stim26	CSES	0	ML	737	Eng	CS
A3885	BE_79	Block2	Stim27	CSES	0	ML	890	Eng	CS
A3886	BE_79	Block2	Stim28	CSES	0	ML	480	Eng	CS
A3887	BE_79	Block2	Stim03	CSES	0	ML	2768	Eng	CS
A3921	BE_79	Block3	Stim01	CSES	0	ML	893	Eng	CS
A3922	BE_79	Block3	Stim17	CSES	0	ML	1206	Eng	CS
A3923	BE_79	Block3	Stim02	CSES	0	ML	489	Eng	CS
A3924	BE_79	Block3	Stim21	CSES	0	ML	469	Eng	CS
A3925	BE_79	Block3	Stim27	CSES	0	ML	1810	Eng	CS
A3926	BE_79	Block3	Stim29	CSES	0	ML	2426	Eng	CS
A3927	BE_79	Block3	Stim03	CSES	0	ML	1182	Eng	CS
A3928	BE_79	Block3	Stim32	CSES	0	ML	2368	Eng	CS
A3961	BE_79	Block4	Stim01	CSES	0	ML	1010	Eng	CS
A3962	BE_79	Block4	Stim02	CSES	0	ML	2909	Eng	CS
A3963	BE_79	Block4	Stim21	CSES	0	ML	2530	Eng	CS
A3964	BE_79	Block4	Stim27	CSES	0	ML	399	Eng	CS
A3965	BE_79	Block4	Stim29	CSES	0	ML	1072	Eng	CS
A3966	BE_79	Block4	Stim03	CSES	0	ML	322	Eng	CS
A491	BE_11	Block1	Stim13	CSSE	1	CS	828	Sp	CS
A492	BE_11	Block1	Stim22	CSSE	1	CS	750	Sp	CS
A493	BE_11	Block1	Stim23	CSSE	1	CS	3255	Sp	CS
A494	BE_11	Block1	Stim24	CSSE	1	CS	2223	Sp	CS
A495	BE_11	Block1	Stim04	CSSE	1	CS	1391	Sp	CS
A531	BE_11	Block2	Stim30	CSSE	1	CS	1754	Sp	CS
A571	BE_11	Block3	Stim13	CSSE	1	CS	3523	Sp	CS
A572	BE_11	Block3	Stim18	CSSE	1	CS	1329	Sp	CS
A573	BE_11	Block3	Stim24	CSSE	1	CS	2466	Sp	CS
A574	BE_11	Block3	Stim05	CSSE	1	CS	824	Sp	CS
A611	BE_11	Block4	Stim22	CSSE	1	CS	2441	Sp	CS
A612	BE_11	Block4	Stim24	CSSE	1	CS	2560	Sp	CS
A652	BE_18	Block1	Stim23	CSSE	1	CS	4194	Sp	CS
A653	BE_18	Block1	Stim36	CSSE	1	CS	1887	Sp	CS
A654	BE_18	Block1	Stim04	CSSE	1	CS	1371	Sp	CS
A655	BE_18	Block1	Stim05	CSSE	1	CS	3200	Sp	CS
A656	BE_18	Block1	Stim06	CSSE	1	CS	1489	Sp	CS
A692	BE_18	Block2	Stim36	CSSE	1	CS	658	Sp	CS
A732	BE_18	Block3	Stim22	CSSE	1	CS	884	Sp	CS
A1491	BE_36	Block2	Stim13	CSSE	1	CS	2915	Sp	CS
A1492	BE_36	Block2	Stim18	CSSE	1	CS	390	Sp	CS
A1531	BE_36	Block3	Stim18	CSSE	1	CS	1923	Sp	CS
A1532	BE_36	Block3	Stim24	CSSE	1	CS	626	Sp	CS
A1533	BE_36	Block3	Stim30	CSSE	1	CS	1885	Sp	CS
A1534	BE_36	Block3	Stim04	CSSE	1	CS	313	Sp	CS
A1535	BE_36	Block3	Stim06	CSSE	1	CS	996	Sp	CS
A1571	BE_36	Block4	Stim23	CSSE	1	CS	1667	Sp	CS
A1572	BE_36	Block4	Stim30	CSSE	1	CS	559	Sp	CS
A1573	BE_36	Block4	Stim06	CSSE	1	CS	657	Sp	CS
A1611	BE_39	Block1	Stim18	CSSE	1	CS	5022	Sp	CS
A1612	BE_39	Block1	Stim23	CSSE	1	CS	1920	Sp	CS
A1613	BE_39	Block1	Stim06	CSSE	1	CS	2738	Sp	CS
A1651	BE_39	Block2	Stim36	CSSE	1	CS	5941	Sp	CS
A1652	BE_39	Block2	Stim04	CSSE	1	CS	1248	Sp	CS
A1691	BE_39	Block3	Stim18	CSSE	1	CS	4314	Sp	CS
A1692	BE_39	Block3	Stim22	CSSE	1	CS	10778	Sp	CS
A1693	BE_39	Block3	Stim23	CSSE	1	CS	3235	Sp	CS
A1694	BE_39	Block3	Stim36	CSSE	1	CS	4233	Sp	CS
A1695	BE_39	Block3	Stim06	CSSE	1	CS	7074	Sp	CS
A1731	BE_39	Block4	Stim13	CSSE	1	CS	3611	Sp	CS
A1732	BE_39	Block4	Stim18	CSSE	1	CS	1366	Sp	CS
A1733	BE_39	Block4	Stim22	CSSE	1	CS	3135	Sp	CS
A1734	BE_39	Block4	Stim23	CSSE	1	CS	2852	Sp	CS
A1735	BE_39	Block4	Stim30	CSSE	1	CS	2102	Sp	CS
A1736	BE_39	Block4	Stim05	CSSE	1	CS	1800	Sp	CS
A1771	BE_40	Block1	Stim13	CSSE	1	CS	600	Sp	CS
A1772	BE_40	Block1	Stim22	CSSE	1	CS	1410	Sp	CS
A1773	BE_40	Block1	Stim23	CSSE	1	CS	575	Sp	CS
A1774	BE_40	Block1	Stim06	CSSE	1	CS	1707	Sp	CS
A1811	BE_40	Block2	Stim13	CSSE	1	CS	509	Sp	CS
A1812	BE_40	Block2	Stim23	CSSE	1	CS	745	Sp	CS
A1851	BE_40	Block3	Stim18	CSSE	1	CS	1005	Sp	CS
A1852	BE_40	Block3	Stim36	CSSE	1	CS	1298	Sp	CS
A1853	BE_40	Block3	Stim04	CSSE	1	CS	1868	Sp	CS
A1891	BE_40	Block4	Stim18	CSSE	1	CS	797	Sp	CS
A1892	BE_40	Block4	Stim23	CSSE	1	CS	2310	Sp	CS
A1893	BE_40	Block4	Stim36	CSSE	1	CS	362	Sp	CS
A2091	BE_47	Block1	Stim18	CSSE	1	CS	1347	Sp	CS
A2092	BE_47	Block1	Stim04	CSSE	1	CS	1001	Sp	CS
A2131	BE_47	Block2	Stim13	CSSE	1	CS	2562	Sp	CS
A2132	BE_47	Block2	Stim18	CSSE	1	CS	2144	Sp	CS
A2133	BE_47	Block2	Stim23	CSSE	1	CS	3457	Sp	CS
A2134	BE_47	Block2	Stim30	CSSE	1	CS	2549	Sp	CS
A2171	BE_47	Block3	Stim06	CSSE	1	CS	1214	Sp	CS
A2211	BE_47	Block4	Stim13	CSSE	1	CS	1643	Sp	CS
A2212	BE_47	Block4	Stim22	CSSE	1	CS	1191	Sp	CS
A2213	BE_47	Block4	Stim24	CSSE	1	CS	2775	Sp	CS
A2731	BE_59	Block1	Stim13	CSSE	1	CS	3757	Sp	CS
A2732	BE_59	Block1	Stim18	CSSE	1	CS	4990	Sp	CS
A2733	BE_59	Block1	Stim22	CSSE	1	CS	3072	Sp	CS
A2734	BE_59	Block1	Stim23	CSSE	1	CS	1218	Sp	CS
A2735	BE_59	Block1	Stim30	CSSE	1	CS	4367	Sp	CS
A2736	BE_59	Block1	Stim36	CSSE	1	CS	990	Sp	CS
A2771	BE_59	Block2	Stim23	CSSE	1	CS	4674	Sp	CS
A2772	BE_59	Block2	Stim24	CSSE	1	CS	3828	Sp	CS
A2811	BE_59	Block3	Stim18	CSSE	1	CS	6462	Sp	CS
A2812	BE_59	Block3	Stim04	CSSE	1	CS	3038	Sp	CS
A2851	BE_59	Block4	Stim36	CSSE	1	CS	470	Sp	CS
A2931	BE_61	Block2	Stim18	CSSE	1	CS	1927	Sp	CS
A2932	BE_61	Block2	Stim30	CSSE	1	CS	2706	Sp	CS
A2933	BE_61	Block2	Stim36	CSSE	1	CS	1591	Sp	CS
A2971	BE_61	Block3	Stim13	CSSE	1	CS	482	Sp	CS
A2972	BE_61	Block3	Stim22	CSSE	1	CS	630	Sp	CS
A2973	BE_61	Block3	Stim36	CSSE	1	CS	311	Sp	CS
A3011	BE_61	Block4	Stim13	CSSE	1	CS	1008	Sp	CS
A3012	BE_61	Block4	Stim18	CSSE	1	CS	1263	Sp	CS
A3013	BE_61	Block4	Stim36	CSSE	1	CS	2015	Sp	CS
A3051	BE_62	Block1	Stim13	CSSE	1	CS	2981	Sp	CS
A3052	BE_62	Block1	Stim24	CSSE	1	CS	3299	Sp	CS
A3053	BE_62	Block1	Stim04	CSSE	1	CS	4990	Sp	CS
A3054	BE_62	Block1	Stim05	CSSE	1	CS	2696	Sp	CS
A3091	BE_62	Block2	Stim36	CSSE	1	CS	3349	Sp	CS
A3092	BE_62	Block2	Stim06	CSSE	1	CS	1002	Sp	CS
A3131	BE_62	Block3	Stim13	CSSE	1	CS	963	Sp	CS
A3132	BE_62	Block3	Stim18	CSSE	1	CS	883	Sp	CS
A3133	BE_62	Block3	Stim04	CSSE	1	CS	1706	Sp	CS
A3171	BE_62	Block4	Stim18	CSSE	1	CS	54	Sp	CS
A3172	BE_62	Block4	Stim04	CSSE	1	CS	175	Sp	CS
A3531	BE_73	Block1	Stim18	CSSE	1	CS	2643	Sp	CS
A3532	BE_73	Block1	Stim22	CSSE	1	CS	2508	Sp	CS
A3533	BE_73	Block1	Stim36	CSSE	1	CS	2408	Sp	CS
A3571	BE_73	Block2	Stim13	CSSE	1	CS	7317	Sp	CS
A3572	BE_73	Block2	Stim36	CSSE	1	CS	3121	Sp	CS
A3573	BE_73	Block2	Stim06	CSSE	1	CS	3477	Sp	CS
A3611	BE_73	Block3	Stim36	CSSE	1	CS	1919	Sp	CS
A3651	BE_73	Block4	Stim13	CSSE	1	CS	2239	Sp	CS
A3652	BE_73	Block4	Stim23	CSSE	1	CS	1972	Sp	CS
A3653	BE_73	Block4	Stim36	CSSE	1	CS	913	Sp	CS
A3691	BE_78	Block1	Stim13	CSSE	1	CS	7981	Sp	CS
A3692	BE_78	Block1	Stim18	CSSE	1	CS	3315	Sp	CS
A3693	BE_78	Block1	Stim23	CSSE	1	CS	6326	Sp	CS
A3694	BE_78	Block1	Stim30	CSSE	1	CS	4577	Sp	CS
A3695	BE_78	Block1	Stim05	CSSE	1	CS	6926	Sp	CS
A3696	BE_78	Block1	Stim06	CSSE	1	CS	3007	Sp	CS
A3731	BE_78	Block2	Stim13	CSSE	1	CS	3239	Sp	CS
A3732	BE_78	Block2	Stim22	CSSE	1	CS	4144	Sp	CS
A3733	BE_78	Block2	Stim23	CSSE	1	CS	4233	Sp	CS
A3734	BE_78	Block2	Stim30	CSSE	1	CS	1940	Sp	CS
A3735	BE_78	Block2	Stim05	CSSE	1	CS	601	Sp	CS
A3736	BE_78	Block2	Stim06	CSSE	1	CS	1348	Sp	CS
A3771	BE_78	Block3	Stim18	CSSE	1	CS	2397	Sp	CS
A3772	BE_78	Block3	Stim23	CSSE	1	CS	2199	Sp	CS
A3773	BE_78	Block3	Stim04	CSSE	1	CS	722	Sp	CS
A3774	BE_78	Block3	Stim05	CSSE	1	CS	3310	Sp	CS
A3775	BE_78	Block3	Stim06	CSSE	1	CS	336	Sp	CS
A3811	BE_78	Block4	Stim18	CSSE	1	CS	3498	Sp	CS
A3812	BE_78	Block4	Stim22	CSSE	1	CS	2795	Sp	CS
A3813	BE_78	Block4	Stim05	CSSE	1	CS	6049	Sp	CS
A3814	BE_78	Block4	Stim06	CSSE	1	CS	944	Sp	CS
A3851	BE_79	Block1	Stim22	CSSE	1	CS	1391	Sp	CS
A3852	BE_79	Block1	Stim23	CSSE	1	CS	2707	Sp	CS
A3853	BE_79	Block1	Stim30	CSSE	1	CS	995	Sp	CS
A3891	BE_79	Block2	Stim22	CSSE	1	CS	2793	Sp	CS
A3892	BE_79	Block2	Stim30	CSSE	1	CS	2735	Sp	CS
A3893	BE_79	Block2	Stim36	CSSE	1	CS	940	Sp	CS
A3931	BE_79	Block3	Stim24	CSSE	1	CS	466	Sp	CS
A3971	BE_79	Block4	Stim13	CSSE	1	CS	1679	Sp	CS
A3972	BE_79	Block4	Stim36	CSSE	1	CS	415	Sp	CS
A496	BE_11	Block1	Stim18	CSSE	0	ML	1621	Sp	CS
A497	BE_11	Block1	Stim30	CSSE	0	ML	1489	Sp	CS
A498	BE_11	Block1	Stim36	CSSE	0	ML	1707	Sp	CS
A499	BE_11	Block1	Stim05	CSSE	0	ML	1087	Sp	CS
A500	BE_11	Block1	Stim06	CSSE	0	ML	3273	Sp	CS
A532	BE_11	Block2	Stim13	CSSE	0	ML	1613	Sp	CS
A533	BE_11	Block2	Stim18	CSSE	0	ML	2016	Sp	CS
A534	BE_11	Block2	Stim22	CSSE	0	ML	3788	Sp	CS
A535	BE_11	Block2	Stim23	CSSE	0	ML	668	Sp	CS
A536	BE_11	Block2	Stim24	CSSE	0	ML	1331	Sp	CS
A537	BE_11	Block2	Stim36	CSSE	0	ML	1124	Sp	CS
A538	BE_11	Block2	Stim04	CSSE	0	ML	954	Sp	CS
A539	BE_11	Block2	Stim05	CSSE	0	ML	1123	Sp	CS
A540	BE_11	Block2	Stim06	CSSE	0	ML	665	Sp	CS
A575	BE_11	Block3	Stim22	CSSE	0	ML	1074	Sp	CS
A576	BE_11	Block3	Stim23	CSSE	0	ML	1038	Sp	CS
A577	BE_11	Block3	Stim30	CSSE	0	ML	1693	Sp	CS
A578	BE_11	Block3	Stim36	CSSE	0	ML	1527	Sp	CS
A579	BE_11	Block3	Stim04	CSSE	0	ML	3444	Sp	CS
A580	BE_11	Block3	Stim06	CSSE	0	ML	1153	Sp	CS
A613	BE_11	Block4	Stim13	CSSE	0	ML	1421	Sp	CS
A614	BE_11	Block4	Stim18	CSSE	0	ML	1470	Sp	CS
A615	BE_11	Block4	Stim23	CSSE	0	ML	4230	Sp	CS
A616	BE_11	Block4	Stim30	CSSE	0	ML	1585	Sp	CS
A617	BE_11	Block4	Stim36	CSSE	0	ML	1416	Sp	CS
A618	BE_11	Block4	Stim04	CSSE	0	ML	768	Sp	CS
A619	BE_11	Block4	Stim05	CSSE	0	ML	1117	Sp	CS
A620	BE_11	Block4	Stim06	CSSE	0	ML	2231	Sp	CS
A657	BE_18	Block1	Stim13	CSSE	0	ML	2706	Sp	CS
A658	BE_18	Block1	Stim18	CSSE	0	ML	1220	Sp	CS
A659	BE_18	Block1	Stim22	CSSE	0	ML	3494	Sp	CS
A660	BE_18	Block1	Stim24	CSSE	0	ML	1495	Sp	CS
A661	BE_18	Block1	Stim30	CSSE	0	ML	2470	Sp	CS
A693	BE_18	Block2	Stim13	CSSE	0	ML	388	Sp	CS
A694	BE_18	Block2	Stim18	CSSE	0	ML	739	Sp	CS
A695	BE_18	Block2	Stim22	CSSE	0	ML	982	Sp	CS
A696	BE_18	Block2	Stim23	CSSE	0	ML	1130	Sp	CS
A697	BE_18	Block2	Stim24	CSSE	0	ML	317	Sp	CS
A698	BE_18	Block2	Stim30	CSSE	0	ML	696	Sp	CS
A699	BE_18	Block2	Stim04	CSSE	0	ML	370	Sp	CS
A700	BE_18	Block2	Stim05	CSSE	0	ML	425	Sp	CS
A701	BE_18	Block2	Stim06	CSSE	0	ML	1453	Sp	CS
A733	BE_18	Block3	Stim13	CSSE	0	ML	439	Sp	CS
A734	BE_18	Block3	Stim18	CSSE	0	ML	350	Sp	CS
A735	BE_18	Block3	Stim23	CSSE	0	ML	1147	Sp	CS
A736	BE_18	Block3	Stim24	CSSE	0	ML	346	Sp	CS
A737	BE_18	Block3	Stim30	CSSE	0	ML	1669	Sp	CS
A738	BE_18	Block3	Stim36	CSSE	0	ML	285	Sp	CS
A739	BE_18	Block3	Stim04	CSSE	0	ML	326	Sp	CS
A740	BE_18	Block3	Stim05	CSSE	0	ML	318	Sp	CS
A741	BE_18	Block3	Stim06	CSSE	0	ML	631	Sp	CS
A771	BE_18	Block4	Stim13	CSSE	0	ML	558	Sp	CS
A772	BE_18	Block4	Stim18	CSSE	0	ML	398	Sp	CS
A773	BE_18	Block4	Stim22	CSSE	0	ML	349	Sp	CS
A774	BE_18	Block4	Stim23	CSSE	0	ML	332	Sp	CS
A775	BE_18	Block4	Stim24	CSSE	0	ML	299	Sp	CS
A776	BE_18	Block4	Stim30	CSSE	0	ML	1332	Sp	CS
A777	BE_18	Block4	Stim36	CSSE	0	ML	256	Sp	CS
A778	BE_18	Block4	Stim04	CSSE	0	ML	303	Sp	CS
A779	BE_18	Block4	Stim05	CSSE	0	ML	1499	Sp	CS
A780	BE_18	Block4	Stim06	CSSE	0	ML	363	Sp	CS
A1451	BE_36	Block1	Stim13	CSSE	0	ML	1515	Sp	CS
A1452	BE_36	Block1	Stim18	CSSE	0	ML	5666	Sp	CS
A1453	BE_36	Block1	Stim22	CSSE	0	ML	352	Sp	CS
A1454	BE_36	Block1	Stim23	CSSE	0	ML	655	Sp	CS
A1455	BE_36	Block1	Stim24	CSSE	0	ML	3540	Sp	CS
A1456	BE_36	Block1	Stim30	CSSE	0	ML	1297	Sp	CS
A1457	BE_36	Block1	Stim36	CSSE	0	ML	1186	Sp	CS
A1458	BE_36	Block1	Stim04	CSSE	0	ML	2095	Sp	CS
A1459	BE_36	Block1	Stim05	CSSE	0	ML	7400	Sp	CS
A1460	BE_36	Block1	Stim06	CSSE	0	ML	3433	Sp	CS
A1493	BE_36	Block2	Stim22	CSSE	0	ML	3173	Sp	CS
A1494	BE_36	Block2	Stim23	CSSE	0	ML	1687	Sp	CS
A1495	BE_36	Block2	Stim24	CSSE	0	ML	574	Sp	CS
A1496	BE_36	Block2	Stim30	CSSE	0	ML	729	Sp	CS
A1497	BE_36	Block2	Stim36	CSSE	0	ML	626	Sp	CS
A1498	BE_36	Block2	Stim04	CSSE	0	ML	1466	Sp	CS
A1499	BE_36	Block2	Stim05	CSSE	0	ML	2016	Sp	CS
A1500	BE_36	Block2	Stim06	CSSE	0	ML	4006	Sp	CS
A1536	BE_36	Block3	Stim13	CSSE	0	ML	1644	Sp	CS
A1537	BE_36	Block3	Stim22	CSSE	0	ML	2451	Sp	CS
A1538	BE_36	Block3	Stim23	CSSE	0	ML	1041	Sp	CS
A1539	BE_36	Block3	Stim36	CSSE	0	ML	1418	Sp	CS
A1540	BE_36	Block3	Stim05	CSSE	0	ML	345	Sp	CS
A1574	BE_36	Block4	Stim13	CSSE	0	ML	538	Sp	CS
A1575	BE_36	Block4	Stim18	CSSE	0	ML	394	Sp	CS
A1576	BE_36	Block4	Stim22	CSSE	0	ML	343	Sp	CS
A1577	BE_36	Block4	Stim24	CSSE	0	ML	666	Sp	CS
A1578	BE_36	Block4	Stim36	CSSE	0	ML	284	Sp	CS
A1579	BE_36	Block4	Stim04	CSSE	0	ML	632	Sp	CS
A1580	BE_36	Block4	Stim05	CSSE	0	ML	754	Sp	CS
A1614	BE_39	Block1	Stim13	CSSE	0	ML	5332	Sp	CS
A1615	BE_39	Block1	Stim22	CSSE	0	ML	3076	Sp	CS
A1616	BE_39	Block1	Stim24	CSSE	0	ML	3066	Sp	CS
A1617	BE_39	Block1	Stim30	CSSE	0	ML	2991	Sp	CS
A1618	BE_39	Block1	Stim36	CSSE	0	ML	3987	Sp	CS
A1619	BE_39	Block1	Stim04	CSSE	0	ML	7001	Sp	CS
A1620	BE_39	Block1	Stim05	CSSE	0	ML	2856	Sp	CS
A1653	BE_39	Block2	Stim13	CSSE	0	ML	3630	Sp	CS
A1654	BE_39	Block2	Stim18	CSSE	0	ML	8041	Sp	CS
A1655	BE_39	Block2	Stim22	CSSE	0	ML	5022	Sp	CS
A1656	BE_39	Block2	Stim23	CSSE	0	ML	8147	Sp	CS
A1657	BE_39	Block2	Stim24	CSSE	0	ML	5927	Sp	CS
A1658	BE_39	Block2	Stim30	CSSE	0	ML	2402	Sp	CS
A1659	BE_39	Block2	Stim05	CSSE	0	ML	1685	Sp	CS
A1660	BE_39	Block2	Stim06	CSSE	0	ML	1377	Sp	CS
A1696	BE_39	Block3	Stim13	CSSE	0	ML	8787	Sp	CS
A1697	BE_39	Block3	Stim24	CSSE	0	ML	3412	Sp	CS
A1698	BE_39	Block3	Stim30	CSSE	0	ML	3045	Sp	CS
A1699	BE_39	Block3	Stim04	CSSE	0	ML	1093	Sp	CS
A1700	BE_39	Block3	Stim05	CSSE	0	ML	1937	Sp	CS
A1737	BE_39	Block4	Stim24	CSSE	0	ML	1020	Sp	CS
A1738	BE_39	Block4	Stim36	CSSE	0	ML	1878	Sp	CS
A1739	BE_39	Block4	Stim04	CSSE	0	ML	12144	Sp	CS
A1740	BE_39	Block4	Stim06	CSSE	0	ML	1789	Sp	CS
A1775	BE_40	Block1	Stim18	CSSE	0	ML	1525	Sp	CS
A1776	BE_40	Block1	Stim24	CSSE	0	ML	719	Sp	CS
A1777	BE_40	Block1	Stim30	CSSE	0	ML	1025	Sp	CS
A1778	BE_40	Block1	Stim36	CSSE	0	ML	949	Sp	CS
A1779	BE_40	Block1	Stim04	CSSE	0	ML	711	Sp	CS
A1780	BE_40	Block1	Stim05	CSSE	0	ML	762	Sp	CS
A1813	BE_40	Block2	Stim18	CSSE	0	ML	404	Sp	CS
A1814	BE_40	Block2	Stim22	CSSE	0	ML	1292	Sp	CS
A1815	BE_40	Block2	Stim24	CSSE	0	ML	4224	Sp	CS
A1816	BE_40	Block2	Stim30	CSSE	0	ML	879	Sp	CS
A1817	BE_40	Block2	Stim36	CSSE	0	ML	415	Sp	CS
A1818	BE_40	Block2	Stim04	CSSE	0	ML	2464	Sp	CS
A1819	BE_40	Block2	Stim05	CSSE	0	ML	811	Sp	CS
A1820	BE_40	Block2	Stim06	CSSE	0	ML	1768	Sp	CS
A1854	BE_40	Block3	Stim13	CSSE	0	ML	859	Sp	CS
A1855	BE_40	Block3	Stim22	CSSE	0	ML	1556	Sp	CS
A1856	BE_40	Block3	Stim23	CSSE	0	ML	775	Sp	CS
A1857	BE_40	Block3	Stim24	CSSE	0	ML	841	Sp	CS
A1858	BE_40	Block3	Stim30	CSSE	0	ML	1294	Sp	CS
A1859	BE_40	Block3	Stim05	CSSE	0	ML	3194	Sp	CS
A1860	BE_40	Block3	Stim06	CSSE	0	ML	176	Sp	CS
A1894	BE_40	Block4	Stim13	CSSE	0	ML	1103	Sp	CS
A1895	BE_40	Block4	Stim22	CSSE	0	ML	1261	Sp	CS
A1896	BE_40	Block4	Stim24	CSSE	0	ML	1066	Sp	CS
A1897	BE_40	Block4	Stim30	CSSE	0	ML	1048	Sp	CS
A1898	BE_40	Block4	Stim04	CSSE	0	ML	1182	Sp	CS
